,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.16675856682169174,0.16797785291946618,0.17718763935472953,0.17401763043201154
q0q1,0.18118190528125885,0.16083429704867647,0.14224471355325075,0.13803318786883467
q0q2,0.1858380823557686,0.1520549126313551,0.13820552124306187,0.13743819614014371
q0q3,0.156955645138182,0.14052920304071034,0.14018876672532438,0.1418330174700413
