,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.3335888836217203,0.225150131468906,0.2188555839923718,0.2278887655295804
q0q1,0.4132722555940057,0.28537440459977403,0.2639570914199673,0.22007267943004136
q0q2,0.4819015263624877,0.36586782437279614,0.31699934116267897,0.2717998331843737
q0q3,0.4678948278843981,0.3215392572355469,0.2878821980592089,0.2574726133409447
