,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.5111596086050759,0.441005504923032,0.4147175311789069,0.4089233675280685
q0q1,0.2662502210154298,0.2480760142728401,0.26551263546529025,0.2471573627527832
q0q2,0.2951349543660545,0.3290262604388856,0.31796875851075074,0.26080149562023003
q0q3,0.4013720728625565,0.3368486967469285,0.2951304585477837,0.2580750031340301
