,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.3046805845531657,0.31733124572964433,0.3147992202488082,0.307964265193636
q0q1,0.4374040086876316,0.4032074371145471,0.3703602182939947,0.34629120898578897
q0q2,0.43400922790941904,0.3813636540892974,0.3694785044452792,0.3676276100522807
q0q3,0.4423767275257268,0.4159491988658167,0.3841242219649425,0.3623980837562759
