,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.2707428694928301,0.22171814557656905,0.22365173443693204,0.19426731299371985
q0q1,0.2592179261756446,0.2381300795756969,0.18763120070061512,0.16841902583746984
q0q2,0.2723681243603482,0.2446603850687084,0.21442963062729134,0.2166405481942261
q0q3,0.2614613439637064,0.2380891507266539,0.2307963239913777,0.2237741331749444
