,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.2169745372685272,0.14348150348625646,0.14572404640987113,0.15372795025970945
q0q1,0.23402277462973065,0.18354899258234444,0.15636603379744896,0.1336411002807839
q0q2,0.2255885741185578,0.20311179456269304,0.194582895536454,0.1918768550772054
q0q3,0.2174992749748964,0.20257396051483914,0.17572949859829484,0.16967092329155553
