,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.5191851068998088,0.4850592312660652,0.4498207523450743,0.4342159791042514
q0q1,0.43268894775419053,0.4076117598137503,0.3714024980194363,0.3412527065185164
q0q2,0.4044402637730343,0.41881538319774864,0.38742026616606,0.3277197425521325
q0q3,0.4738851543021364,0.4033476733446256,0.3595148838059001,0.3556006946142539
