,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.09722504015721878,0.06634209335758581,0.05949999646502638,0.05547208562591648
q0q1,0.09717085219952164,0.0662847856348466,0.0567646406666668,0.05428214942385198
q0q2,0.05337789802922747,0.057473598678609614,0.0567717891018537,0.05817631186830579
q0q3,0.057075492568889975,0.058367859017761564,0.059788568127718426,0.060449296184531126
