,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.15182889201466845,0.15158346068105244,0.15617309982570868,0.15040083798837942
q0q1,0.09982730266929464,0.10059423773702676,0.09360056054142904,0.08540152547220721
q0q2,0.1255508359624873,0.11475564328725588,0.11886794716846398,0.10347042063134967
q0q3,0.1404536195432448,0.13439550210001908,0.1353800766604571,0.11743113366937767
