,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.13606341194964888,0.13473470997101694,0.10671168405883588,0.08910442999794069
q0q1,0.18507918516117355,0.16718737841824693,0.15157614520542045,0.14730863215895512
q0q2,0.1892193243885836,0.17113158483796256,0.16633161355688522,0.15906037130362832
q0q3,0.1634995450080968,0.16322097759581874,0.16167180855890606,0.15113084015016276
