,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.2465588509324037,0.2340682137870295,0.2288697304582327,0.22460453649834528
q0q1,0.32241930261768664,0.28395780731152154,0.23757232927136065,0.19015053710151292
q0q2,0.3779055195520543,0.3085326051875755,0.2802435901647849,0.24923858150817796
q0q3,0.38400677692906093,0.3020104761591113,0.27814445148851474,0.26053355093918545
