,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.17985574587873934,0.11889176725489785,0.11447863686058238,0.11005758061343117
q0q1,0.24687687194100996,0.22736631831897824,0.21983818003775524,0.1999924202984735
q0q2,0.2431278353544843,0.2135288280724897,0.19904690257891605,0.1841903503854696
q0q3,0.2825713291756191,0.2326040439304136,0.2082005000776498,0.1845670375458336
