,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.10137376981263373,0.10235021694078604,0.10393542326379074,0.1042972899164767
q0q1,0.01852133760170313,0.018598937632097436,0.01867429522260696,0.018746697445175053
q0q2,0.02073930822867116,0.020826208958232957,0.02091059857697924,0.020991678699138417
q0q3,0.0230407683286142,0.02313732270246056,0.02323108713317068,0.023283629295782586
