,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.4781258253420727,0.4420775995049828,0.4160633564669036,0.4123742304944476
q0q1,0.22261737896820602,0.20819239879419152,0.2271616775148937,0.22380113795697829
q0q2,0.2888548208631629,0.2990399100573813,0.3025633582603346,0.2595167141841481
q0q3,0.31562703453348395,0.27236660251731704,0.2681669337083045,0.2593717222823111
