,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.2118352028693468,0.14708586555868508,0.1430414136693401,0.1385418807598077
q0q1,0.4995635645013775,0.34964615189283865,0.27426233885107665,0.2556490889836911
q0q2,0.4544443551311835,0.33664692495424825,0.26783002045908144,0.2469797182630697
q0q3,0.4340604964014872,0.3727759178896656,0.31182975713494604,0.29358853606408897
