,BASEL III T+1,BASEL III T+2,BASEL III T+3,BASEL III T+4
q0,0.3997716463454673,0.353966302143505,0.3141424425552932,0.3104946221703824
q0q1,0.2432819357295887,0.18473273876993465,0.1838357290141418,0.14065117293930046
q0q2,0.17565196894450014,0.17512441974456966,0.1636991157459078,0.15834252976512966
q0q3,0.2614112654334485,0.2188793743824156,0.1897558021824709,0.1983472797389223
