IDRSSD,RCFD2143,RCFD2150,RCFD2651,RCFD3163,RCFD3164,RCFD3190,RCFD4088,RCFD6164,RCFD6165,RCFDA590,RCFDB569,RCFDB570,RCFDB571,RCFDF055,RCFDF056,RCFDF057,RCFDF058,RCFDF059,RCFDF060,RCFDF061,RCFDF062,RCFDF063,RCFDF065,RCFDJA29,RCFDJF76,RCFDK192,RCFDK193,RCFDK194,RCFN5513,RCON2143,RCON2150,RCON2651,RCON3163,RCON3164,RCON3190,RCON4088,RCON5508,RCON5509,RCON5510,RCON5511,RCON5512,RCON6164,RCON6165,RCONA590,RCONB569,RCONB570,RCONB571,RCONF055,RCONF056,RCONF057,RCONF058,RCONF059,RCONF060,RCONF061,RCONF062,RCONF063,RCONF064,RCONF065,RCONG463,RCONG464,RCONJA29,RCONJF76,RCONK192,RCONK193,RCONK194,RCONL133,RCONL135,RCONLG26,RCONLG27,RCONLG28,RCONLL57,RCONLL59,RCONLL60,RCONMM07,RCONMQ52,RCONN523,RCONN524,TE01N528,TE01N529,TE02N528,TE02N529,TE03N528,TE03N529,TE04N528,TE04N529,TE05N528,TE05N529,TE06N528,TE06N529,TE07N528,TE08N528,TE09N528,TE10N528,TEXT4087,
3032833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,227,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.cheyennestatebank.com,
3034257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,26067,4,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.fcbca.com,
3039636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596,0,60500,0,3596,60500,,0,0,0,0,0,574,1,3596,,,0,60500,0,0,0,0,0,0,0,0,0,0,,,800,0,,,,,,2,78,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.missionvalleybank.com,
3040418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3572,,0,0,0,0,0,0,0,0,false,0,496,0,0,0,0,0,496,3076,0,0,0,3572,false,false,,0,0,,,2,true,20,3694,3694,3973,496,3076,,,,,www.cfsb.com,,www.cfsbbanking.com,,,,,,,,,,,,,,www.cfsb.com,
3041358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,165,0,800,0,15000,,0,0,0,0,165,3297,2,0,,,15000,0,0,0,0,0,15000,0,0,0,0,15000,,,97,108,,,,,,0,0,0,0,0,0,,,,,www.firstcommercebankonline.com,,,,,,,,,,,,,,,,www.bankfirstcommerce.com,
3042234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,0,0,0,0,75000,,0,0,0,0,0,8760,4,0,false,0,75000,0,0,0,0,0,75000,0,0,0,0,75000,true,false,,1993,0,,,,,0,0,0,0,0,0,,,,,www.bankbob.com,,,,,,,,,,,,,,,,www.bankofbrenham.com,
3045383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.vanguard.com,
3047659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11584,0,60000,7016,0,70726,,0,0,0,0,0,0,0,0,,,0,60000,0,0,0,0,0,0,0,10726,0,10726,,,227,4568,,,,,,2,141,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.dogwoodstatebank.com,
3048487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2855,0,0,2855,0,0,,0,0,0,0,0,5776,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,9,0,,,,,,1,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.1stbankyuma.com,
3049635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10000,0,0,10000,,0,0,0,0,0,13835,5,0,,,0,10000,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.dnbdouglas.com,
3052813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061,0,0,3061,0,0,,0,0,0,0,0,3087,2,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,60,0,0,,,,,3,684,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.cwbk.com,
3066025,0,0,0,0,0,0,,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,,false,true,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
3067929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7000,0,0,7000,,0,0,0,0,0,75,0,0,,,0,7000,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.tcbanknv.bank,
3068579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,13530,2,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.embassybank.com,
3070545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3273,0,11400,3035,0,28900,,0,0,0,0,0,8349,3,0,,,0,16400,12500,0,0,10000,0,0,0,0,0,0,,,0,238,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.ucbwest.com,
3075474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5412,2409,0,0,5412,0,,2409,0,0,0,0,12695,5,5412,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,3,58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.firstchatham.com,
3076220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,79288,4,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,0,0,,,,,28,1205,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.stifelbankstl.com,
3076248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20888,0,0,16685,4203,0,,0,0,0,0,0,55951,8,9999,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.stifelbank.com,
3076453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39389,0,25000,37803,421,25000,,0,0,0,0,0,6621,1,421,,,0,25000,0,0,0,0,0,0,0,0,0,0,,,,1165,,,,,,18,890,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.banksocal.com,
3076604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,32198,6,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.signaturebankna.com,
3089752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2647,0,0,1581,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,1066,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.ceteratrust.com,
3090833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1800,0,0,19259,,0,0,0,0,0,3910,3,0,,,0,1800,2000,11000,4000,0,0,459,0,0,0,459,,,987,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.drake-bank.com,
3102893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6000,0,0,7000,,0,0,0,0,0,1331,2,0,,,0,6000,1000,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.wabizbank.com,
3103591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,1241,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,,0,0,,,,,2,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.bankubt.com,
3109043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3182,0,90000,2589,169,102858,,0,0,0,0,0,20,0,169,false,0,0,90000,0,0,0,0,0,87,1128,11643,0,12858,true,false,2219,424,0,,,,,1,9,0,0,0,0,,,,,www.bankwelldirect.com,,,,,,,,,,,,,,,,www.mybankwell.com,
3109146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21426,0,185000,0,21426,395986,,0,0,0,0,0,33334,3,52305,false,0,0,185000,209000,1000,986,0,0,0,0,0,0,0,true,false,,0,0,,,,,2,164,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.leaderbank.com/,
3110197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,0,0,0,0,0,,0,0,0,0,0,6767,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,245,,,,,,2,83,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.southeastbank.com,
3116519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13000,0,0,67433,,0,0,0,0,0,2274,1,0,,,0,13000,20000,11233,23200,50700,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.americaneaglebank.com,
3120646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,0,0,363,0,0,,0,0,0,0,0,5978,8,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.patriot-bank.com,
3120897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9500,0,0,9500,,0,0,0,0,0,2550,1,0,false,0,0,9500,0,0,0,0,0,0,0,0,0,0,true,false,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.heritagebankonline.com,
3122994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,30000,0,3,30000,,0,0,0,0,0,1639,1,3,,,0,30000,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,2,2127,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.sancapbank.com,
3125315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,7,0,15,0,2,,0,0,7,0,0,5819,2,0,,,0,0,0,0,0,0,0,0,2,0,0,2,,,,12,,,,,,1,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,https://www.highlandscommunitybank.com,
3125557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1279,10450,0,0,58450,,0,0,0,0,1279,8658,4,0,,,0,10450,48000,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,3,51,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.oregoncoastbank.com,
3128923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,12488,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.bolconline.com,
3134399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4476,0,0,4094,0,0,,0,0,0,0,0,7248,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,382,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,https://www.prime.bank,
3134698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166,1002,0,1135,0,9298,,0,0,0,0,1002,7694,2,0,,,9298,0,0,0,0,0,9298,0,0,0,0,9298,,,0,31,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.bocokonline.com,
3138146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808701,8236,5100000,526335,1144894,5877794,,833,0,250,0,7153,2045,1,1145096,true,0,342178,5100000,0,0,0,0,777794,0,0,0,0,777794,true,true,,137472,0,,,,,23,2244,0,0,0,0,,,,,www.alliancebankofarizona.com,Alliance Bank of Arizona,www.bankofnevada.com,Bank of Nevada,www.bridgebank.com,Bridge Bank,www.firstindependentnv.com,First Independent Bank,torreypinesbank.com,Torrey Pines Bank,westernalliancebancorporation.com/alliance-association-bank,Alliance Association Bank,,,,,www.westernalliancebank.com,
3139321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,1725,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.cbowatonna.com,
3140822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51057,0,13000,42725,0,43000,,0,0,0,0,0,1005,2,0,,,30000,13000,0,0,0,0,30000,0,0,0,0,30000,,,,8332,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.libertynational.bank,
3141726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36763,0,36000,35118,796,36000,,0,0,0,0,0,12151,2,796,true,0,0,36000,0,0,0,0,0,0,0,0,0,0,true,false,0,849,0,,,,,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.forchtbank.com,
3145797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17500,0,0,40000,,0,0,0,0,0,7712,2,0,,,0,17500,22500,0,0,0,0,0,0,0,0,0,,,,0,,,,,,2,68,0,0,0,0,,,,,https://www.yorktraditionsbank.com,,http://www.transitiontotraditions.com,,http://www.powerupchecking.com,,https://www.hertraditions.com,,,,,,,,,,https://www.traditions.bank,
3146150,0,0,15000,0,0,162000,,0,0,0,false,0,80000,15000,6000,61000,0,0,80000,0,0,0,80000,,0,0,,,0,,,,,,162000,,0,0,0,0,0,,,,,,,,,,,,,,,,0,,false,false,,,,,,,,1,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.uscentury.com,
3148613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3000,0,0,3000,,0,0,0,0,0,2511,2,0,,,0,3000,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.cbt-fl.com,
3150205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18189,,0,0,0,0,0,21141,3,0,,,18189,0,0,0,0,0,18189,0,0,0,0,1189,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.worthingtonbank.com,
3150447,17000,0,23000000,17000,0,23000000,,4000,3,0,false,0,0,23000000,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,,false,false,,,,,,1,true,0,0,0,0,0,0,,,,,www.schwab.com,,,,,,,,,,,,,,,,www.schwabbank.com,
3153233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1368,15450,0,0,23450,,0,0,0,0,1368,500,0,0,,,0,15450,5000,3000,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.metcapbank.com,
3153297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,7894,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.firstcommercebank.net,
3158546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31764,11421,178712,30400,24,191505,,0,0,11421,0,0,25475,2,24,,,10000,178712,0,0,0,0,10000,2793,0,0,0,12793,,,0,1340,,,,,,19,3129,2793,2953,0,2793,,,,,,,,,,,,,,,,,,,,,www.myfw.com,
3160978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1163,0,0,0,20000,,1163,0,0,0,0,4572,2,0,,,15000,0,5000,0,0,0,15000,0,0,0,0,15000,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.integritybankandtrust.com,
3165357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13468,0,4000,13468,0,39266,,0,0,0,0,0,9990,3,0,,,0,4000,3000,0,0,0,0,32171,95,0,0,31078,,,,0,,,,,,1,135,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.cfbindiana.com,
3166699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,37500,,0,0,0,0,0,15386,2,0,,,37500,0,0,0,0,0,37500,0,0,0,0,37500,,,626,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.tollesonwealth.com,
3174920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,279,15000,0,0,75000,,0,0,279,0,0,38003,5,0,,,60000,15000,0,0,0,0,60000,0,0,0,0,60000,,,0,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.citizensbanktrust.com,
3180136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,independence-bank.com,
3184228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449,179,0,1060,0,0,,0,0,179,0,0,3460,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,389,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.falconnational.com,
3185579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,7000,0,100,7000,,0,0,0,0,0,1855,1,100,,,0,7000,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,http://www.flagshipcb.com,FLAGSHIP COMMUNITY BANK a division of CLARION COUNTY COMMUNITY BANK,,,,,,,,,,,,,,,http://www.clarionbank.com,
3185896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,38353,6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://WWW.TRINITYBK.COM,
3187630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33727,0,550000,18519,0,559225,,0,0,0,0,0,0,0,0,false,0,2855,550000,0,0,0,0,9225,0,0,0,0,9225,false,false,,15208,0,,,,,18,9567,0,0,0,0,,,,,,,,,,,,,,,,,,,,,WWW.FORBRIGHTBANK.COM,
3189063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6648,0,110000,4368,631,244978,,0,0,0,0,0,54722,4,2182,,,134978,110000,0,0,0,0,134978,0,0,0,0,134978,,,,1649,,,,,,5,915,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.cbcal.com,
3194692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2914,21500,0,0,21500,,1404,0,1510,0,0,7127,4,0,false,0,0,21500,0,0,0,0,0,0,0,0,0,0,true,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.traditionsal.com,
3199811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,0,1750,644,0,4950,,0,0,0,0,0,3533,1,0,,,0,1750,2350,850,0,0,0,0,0,0,0,0,,,5,29,,,,,,0,0,0,0,0,0,,,,,www.heritagebankozarks.com,,,,,,,,,,,,,,,,http://www.heritagebankozarks.com,
3202702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244000,8000,0,144000,0,0,,0,0,0,0,8000,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,315000,100000,0,,,,,0,0,0,0,0,0,,,,,mycdh.optum.com/,,,,,,,,,,,,,,,,www.optumbank.com,
3212149,3808,0,0,0,3808,10601000,,5718,7,4987,false,0,500000,0,2101000,2000000,0,0,6500000,0,0,0,0,4271,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,,false,false,,,,,,,,30,6171,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.ubs.com/cefs/en/ubs-bank-usa/ubs-bank-usa.html,
3212402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6205,0,32000,0,5701,36000,,0,0,0,0,0,0,0,7780,false,0,4000,32000,0,0,0,0,4000,0,0,0,0,0,false,false,,504,0,,,,,8,542,0,0,0,0,,,,,,,,,,,,,,,,,,,,,https://www.mypcbbank.com,
3213333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,2343,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.communitybankga.com,
3213735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.ffin.com,
3214059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,244000,,0,0,0,0,0,0,0,0,false,0,244000,0,0,0,0,0,244000,0,0,0,0,244000,false,false,,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.avidbank.com,
3216017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12605,1866,0,12590,0,100175,,1260,0,0,0,606,3472,2,0,false,0,52,0,0,0,100000,0,52,123,0,0,0,175,false,false,,15,0,,,,,2,1,0,0,0,0,,,,,bankevergreenpark.com,First National Bank of Evergreen Park,bankoaklawn.com,Oak Lawn Bank & Trust,bankpullman.com,Pullman Bank & Trust,hydeparkbank.net,Hyde Park Bank,brightonparkbank.com,Brighton Park Community Bank,southsidecb.com,South Side Community Bank,,,,,www.thebeverlybank.com,
3216316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,0,7000,0,0,7000,,0,0,0,0,0,0,0,0,,,0,7000,0,0,0,0,0,0,0,0,0,0,,,,1060,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.americancontinentalbank.com,
3217331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,950,30000,0,0,30000,,0,0,377,0,573,778,0,0,,,0,30000,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,3,84,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.HomeTownBankAlabama.com,
3217957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,7000,52,0,7000,,0,0,0,0,0,12924,2,0,,,0,7000,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,6,107,0,0,0,0,,,,,www.mainstreetcbf.com,,,,,,,,,,,,,,,,www.bankonmainstreet.com,
3219269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,0,0,483,0,0,,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,,140,0,,,1,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.memberstrust.com,
3220863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7435,0,0,12363,,0,0,0,0,0,0,0,0,,,0,7435,0,4928,0,0,0,0,0,0,0,0,,,683,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.cbankus.com,
3221468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440269,24256,0,404452,0,0,,159,0,325,14897,8875,40321,5,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,10797,35817,0,,,,,9,745,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.veritexbank.com,
3223305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798,0,0,0,1798,2000,,0,0,0,0,0,17137,7,2678,,,0,0,2000,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.1ststate.bank,
3223408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,0,0,0,0,,34,0,0,0,0,3943,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.homelandcb.com,
3223417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,5529,2,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,0,0,,,,,0,0,0,0,0,0,,,,,www.gateway-banking.com,,,,,,,,,,,,,,,,www.gateway.bank,
3224302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4271,0,1000,4271,0,62430,,0,0,0,0,0,3744,3,0,,,0,1000,29500,12500,0,0,0,0,0,19430,0,19430,,,0,0,,,,,,8,906,0,0,0,0,,,,,www.fswb.com,,,,,,,,,,,,,,,,www.fswb.bank,
3224375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10000,0,0,20389,,0,0,0,0,0,7515,3,0,,,0,10000,5000,5000,0,0,0,389,0,0,0,389,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.goldenstatebank.com,
3224478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,0,11000,,0,0,0,0,0,2670,1,0,false,0,0,0,7000,4000,0,0,0,0,0,0,0,0,true,false,,15,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.hcbonline.us,
3224580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104799,0,0,0,0,708817,,0,0,0,0,0,56,0,0,false,0,459095,0,0,0,0,0,459095,249722,0,0,0,708817,false,false,16809,104799,0,,,,,0,0,0,0,0,0,,,,,direct.comenity.com,,www.comenity.com,,www.comenity.net,,,,,,,,,,,,Savings.Breadfinancial.com,
3228908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25000,,0,0,0,0,0,0,0,0,,,25000,0,0,0,0,0,25000,0,0,0,0,25000,,,2000,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.medallionbank.com,
3229875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8911,0,0,8184,0,0,,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,,727,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.fnb-online.com,
3232204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,4660,371000,0,481,810776,,3695,0,0,0,965,81777,3,481,false,0,364776,371000,75000,0,0,0,364776,0,0,0,0,364776,true,false,,0,0,,,,,2,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.poppy.bank,
3232370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,996,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,http://www.fnbdc.com,
3235410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27620,0,0,25762,352,0,,0,0,0,0,0,28283,3,352,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,1506,0,,,,,6,238,0,0,0,0,,,,,,,,,,,,,,,,,,,,,www.sccountybank.com,
3243282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,,0,0,0,0,0,19387,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,19,,,,,,1,36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,https://sbko.bank,
