IDRSSD,RCFD0010,RCFD0022,RCFD0070,RCFD0082,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,
,CASH AND DUE FROM DEPOSITORIES,CASH & CASH ITEMS IN PROCESS OF COLL,BALANCES WITH BKS IN FGN COUNTRIES,BALANCES DUE FROM DEPOSITORY INSTITU,BALANCES WITH F. R. BKS (COML BK BOO,CASH AND DUE FROM DEPOSITORIES,CASH ITEMS IN PROCESS OF COLLECTION,BALANCES WITH BKS IN FGN COUNTRIES,CURR&COIN (U.S. & FGN) VAULT CASH,BALANCES DUE FROM DEPOSITORY INSTITU,BALANCES WITH F. R. BKS (COML BK BOO,
416272,,,,,,,,,,,,
416339,,,,,,,,,,,,
416357,,,,,,,,,,,,
416656,,,,,,,,,,,,
416674,,,,,,,,,,,,
417626,,,,,,,,,,,,
417710,,,,,,,,,,,,
418100,,,,,,,,,,,,
418249,,,,,,,,,,,,
418436,,,,,,,,,,,,
418856,,,,,,,,,,,,
419406,,,,,,75671,39444,0,31208,5019,0,
419460,,,,,,,,,,,,
419675,,,,,,,,,,,,
419947,,,,,,,,,,,,
420578,,,,,,,,,,,,
420644,,,,,,,,,,,,
420877,,,,,,,,,,,,
421445,,,,,,,,,,,,
421539,,,,,,,,,,,,
422059,,,,,,,,,,,,
422116,,,,,,,,,,,,
422433,,,,,,298575,0,0,12397,12183,273995,
422657,,,,,,,,,,,,
423159,,,,,,,,,,,,
423449,,,,,,,,,,,,
423636,,,,,,,,,,,,
423739,,,,,,,,,,,,
424156,,,,,,,,,,,,
424240,,,,,,,,,,,,
424352,,,,,,,,,,,,
424437,,,,,,,,,,,,
425050,,,,,,,,,,,,
425108,,,,,,,,,,,,
425818,,,,,,,,,,,,
425845,,,,,,,,,,,,
425911,,,,,,,,,,,,
426057,,,,,,,,,,,,
426141,,,,,,,,,,,,
426534,,,,,,195760,934,0,21392,2625,170809,
426758,,,,,,,,,,,,
426945,,,,,,,,,,,,
427241,,,,,,,,,,,,
427353,,,,,,,,,,,,
427858,,,,,,,,,,,,
427960,,,,,,,,,,,,
428060,,,,,,,,,,,,
428462,,,,,,,,,,,,
428547,,,,,,196983,11152,0,3760,12368,169703,
428855,,,,,,,,,,,,
429021,,,,,,,,,,,,
429487,,,,,,,,,,,,
430036,,,,,,38445,211,0,4229,8155,25850,
430054,,,,,,,,,,,,
430344,,,,,,,,,,,,
431172,,,,,,900813,87077,6100,27869,52477,727290,
431323,,,,,,,,,,,,
431350,,,,,,,,,,,,
432058,,,,,,,,,,,,
432432,,,,,,,,,,,,
433505,,,,,,69006,7143,0,2740,6623,52500,
433550,,,,,,,,,,,,
433608,,,,,,70788,43208,0,16240,731,10609,
433859,,,,,,,,,,,,
433943,,,,,,,,,,,,
434203,,,,,,18656,248,673,1442,7296,8997,
434539,,,,,,,,,,,,
435059,,,,,,,,,,,,
435077,,,,,,298956,2221,8617,0,21238,266880,
435255,,,,,,,,,,,,
435666,,,,,,,,,,,,
435750,,,,,,69666,10172,0,11877,32931,14686,
436159,,,,,,708993,3285,0,28170,285697,391841,
436542,,,,,,,,,,,,
436739,,,,,,,,,,,,
436953,,,,,,,,,,,,
437044,,,,,,,,,,,,
437914,,,,,,1017287,149034,5208,417449,13769,431827,
439132,,,,,,39629,0,0,4006,8971,26652,
439338,,,,,,215503,0,0,14231,104724,96548,
439356,,,,,,,,,,,,
439404,,,,,,60949,17274,0,10542,613,32520,
439730,,,,,,,,,,,,
440857,,,,,,,,,,,,
440978,,,,,,,,,,,,
441050,,,,,,,,,,,,
441078,,,,,,,,,,,,
441135,,,,,,,,,,,,
441256,,,,,,33898,21674,0,7686,1259,3279,
441359,,,,,,,,,,,,
441470,,,,,,,,,,,,
441630,,,,,,,,,,,,
442011,,,,,,,,,,,,
442057,,,,,,,,,,,,
442244,,,,,,,,,,,,
442655,,,,,,,,,,,,
443148,,,,,,,,,,,,
443205,,,,,,,,,,,,
443353,,,,,,,,,,,,
443625,,,,,,,,,,,,
443634,,,,,,,,,,,,
444350,,,,,,,,,,,,
444556,,,,,,,,,,,,
444677,,,,,,,,,,,,
445674,,,,,,,,,,,,
445955,,,,,,,,,,,,
446130,,,,,,,,,,,,
446149,,,,,,,,,,,,
446176,,,,,,,,,,,,
446877,,,,,,,,,,,,
447070,,,,,,,,,,,,
447100,,,,,,50610,5136,0,3606,14992,26876,
447557,,,,,,,,,,,,
448040,,,,,,,,,,,,
448554,,,,,,,,,,,,
449038,,,,,,,,,,,,
449430,,,,,,,,,,,,
449832,,,,,,22039,1,0,2669,15069,4300,
449935,,,,,,,,,,,,
450632,,,,,,,,,,,,
450669,,,,,,,,,,,,
450753,,,,,,156573,626,0,2068,164,153715,
450856,,,,,,102753,34702,0,21523,1349,45179,
450959,,,,,,,,,,,,
451068,,,,,,,,,,,,
451246,,,,,,,,,,,,
451273,,,,,,16535,30,0,610,15895,0,
451965,231032000,28912000,22992000,2522000,176606000,209844000,16907000,1804000,12005000,2522000,176606000,
452159,,,,,,,,,,,,
452739,,,,,,,,,,,,
452841,,,,,,,,,,,,
453147,,,,,,,,,,,,
453446,,,,,,,,,,,,
454546,,,,,,,,,,,,
454658,,,,,,,,,,,,
454676,,,,,,,,,,,,
454975,,,,,,,,,,,,
455150,,,,,,,,,,,,
455253,,,,,,31423,0,0,1292,1331,28800,
455459,,,,,,,,,,,,
455552,,,,,,,,,,,,
455945,,,,,,,,,,,,
455972,,,,,,116526,17289,0,5416,4674,89147,
456045,,,,,,1056123,0,0,95038,168580,792505,
456054,,,,,,,,,,,,
456344,,,,,,,,,,,,
456755,,,,,,5861,27,0,2158,114,3562,
457060,,,,,,,,,,,,
457220,,,,,,,,,,,,
457426,,,,,,,,,,,,
457752,,,,,,,,,,,,
458142,,,,,,,,,,,,
458544,,,,,,,,,,,,
458665,,,,,,,,,,,,
458946,,,,,,,,,,,,
459130,,,,,,,,,,,,
459372,,,,,,,,,,,,
459644,,,,,,,,,,,,
459671,,,,,,198045,0,0,2699,23595,171751,
460033,,,,,,280146,1458,0,31203,18114,229371,
460275,,,,,,,,,,,,
460332,,,,,,,,,,,,
460350,,,,,,,,,,,,
460556,,,,,,,,,,,,
460770,,,,,,,,,,,,
461058,,,,,,,,,,,,
463605,,,,,,,,,,,,
463650,,,,,,,,,,,,
463735,,,,,,1018648,307396,314,190378,7196,513364,
464853,,,,,,,,,,,,
465038,,,,,,,,,,,,
465243,,,,,,,,,,,,
465524,,,,,,,,,,,,
465618,,,,,,,,,,,,
465672,,,,,,,,,,,,
466044,,,,,,,,,,,,
466240,,,,,,,,,,,,
466754,,,,,,,,,,,,
466932,,,,,,,,,,,,
467144,,,,,,,,,,,,
467470,,,,,,,,,,,,
467658,,,,,,,,,,,,
467733,,,,,,,,,,,,
468673,,,,,,,,,,,,
468806,,,,,,,,,,,,
469250,,,,,,,,,,,,
469559,,,,,,,,,,,,
469737,,,,,,,,,,,,
470032,,,,,,,,,,,,
470050,,,,,,366575,127015,0,76082,75686,87792,
470434,,,,,,,,,,,,
470452,,,,,,90516,13239,0,8364,1892,67021,
471057,,,,,,,,,,,,
472018,,,,,,,,,,,,
472045,,,,,,,,,,,,
472148,,,,,,,,,,,,
472250,,,,,,17362,0,0,89,17273,0,
472531,,,,,,,,,,,,
472616,,,,,,59560,3626,0,3566,1108,51260,
472951,,,,,,,,,,,,
472979,,,,,,,,,,,,
473042,,,,,,,,,,,,
473257,,,,,,,,,,,,
473266,,,,,,,,,,,,
473501,,,,,,1101272,71646,0,26750,38798,964078,
473930,,,,,,,,,,,,
474058,,,,,,,,,,,,
474245,,,,,,,,,,,,
474254,,,,,,455624,50058,0,15759,549,389258,
474357,,,,,,,,,,,,
474450,,,,,,,,,,,,
474544,,,,,,,,,,,,
474656,,,,,,,,,,,,
474759,,,,,,535766,31347,0,23739,28184,452496,
474919,,,,,,1388539,178720,11195,112053,94548,992023,
475345,,,,,,,,,,,,
475354,,,,,,,,,,,,
475653,,,,,,,,,,,,
475756,,,,,,,,,,,,
476445,,,,,,,,,,,,
476472,,,,,,,,,,,,
476539,,,,,,,,,,,,
476810,232927000,7749000,149356000,92000,75730000,82480000,5260000,490000,953000,47000,75730000,
477303,,,,,,,,,,,,
477321,,,,,,,,,,,,
477349,,,,,,5899,55,0,731,4360,753,
477648,,,,,,,,,,,,
477844,,,,,,,,,,,,
478140,,,,,,,,,,,,
478195,,,,,,,,,,,,
478533,,,,,,,,,,,,
479071,,,,,,,,,,,,
479268,,,,,,168560,41063,0,12770,8180,106547,
479370,,,,,,,,,,,,
479446,,,,,,,,,,,,
479567,,,,,,,,,,,,
479754,,,,,,,,,,,,
479839,,,,,,,,,,,,
480059,,,,,,,,,,,,
480228,308640000,19336000,62195000,3883000,223226000,245738000,6617000,363000,11713000,3819000,223226000,
480246,,,,,,,,,,,,
480330,,,,,,,,,,,,
480433,,,,,,,,,,,,
480723,,,,,,,,,,,,
480853,,,,,,,,,,,,
481159,,,,,,,,,,,,
481177,,,,,,28052,14085,0,6437,6790,740,
481430,,,,,,,,,,,,
481579,,,,,,,,,,,,
481627,,,,,,,,,,,,
481748,,,,,,,,,,,,
481944,,,,,,,,,,,,
482053,,,,,,,,,,,,
482156,,,,,,,,,,,,
482370,,,,,,,,,,,,
482446,,,,,,,,,,,,
483274,,,,,,,,,,,,
483537,,,,,,,,,,,,
483751,,,,,,,,,,,,
484057,,,,,,,,,,,,
484776,,,,,,,,,,,,
485054,,,,,,,,,,,,
485139,,,,,,,,,,,,
485214,,,,,,,,,,,,
485456,,,,,,,,,,,,
485559,,,,,,2421072,508745,18788,427092,168264,1298183,
487142,,,,,,,,,,,,
487357,,,,,,49537,731,0,4232,5566,39008,
488318,,,,,,,,,,,,
488420,,,,,,,,,,,,
488653,,,,,,,,,,,,
488756,,,,,,,,,,,,
489155,,,,,,,,,,,,
489249,,,,,,,,,,,,
489548,,,,,,,,,,,,
489623,,,,,,260518,73573,0,60172,19334,107439,
490179,,,,,,,,,,,,
490348,,,,,,,,,,,,
490450,,,,,,,,,,,,
490843,,,,,,,,,,,,
490955,,,,,,,,,,,,
491224,25858000,483000,604000,344000,24427000,25748000,181000,571000,302000,267000,24427000,
491402,,,,,,,,,,,,
491653,,,,,,,,,,,,
491934,,,,,,,,,,,,
492650,,,,,,7499,4360,0,2169,964,6,
492810,,,,,,,,,,,,
493077,,,,,,,,,,,,
493152,,,,,,,,,,,,
493741,,,,,,,,,,,,
493844,,,,,,,,,,,,
494261,,,,,,2695602,78510,8793,39203,269504,2299592,
494654,,,,,,,,,,,,
495419,,,,,,,,,,,,
495558,,,,,,,,,,,,
496434,,,,,,,,,,,,
496845,,,,,,23612,0,0,2441,21171,0,
496957,,,,,,,,,,,,
497039,,,,,,,,,,,,
497404,28289219,3358895,68072,165514,24696738,28289219,1170052,68072,2188843,165514,24696738,
497655,,,,,,,,,,,,
497851,,,,,,,,,,,,
497954,,,,,,,,,,,,
498148,,,,,,,,,,,,
498317,,,,,,107584,4001,0,14320,1940,87323,
498362,,,,,,272054,4394,0,3701,95599,168360,
498456,,,,,,,,,,,,
498531,,,,,,,,,,,,
498625,,,,,,,,,,,,
498942,,,,,,,,,,,,
499154,,,,,,,,,,,,
499453,,,,,,,,,,,,
499501,,,,,,,,,,,,
499743,,,,,,,,,,,,
499752,,,,,,,,,,,,
499855,,,,,,,,,,,,
500256,,,,,,170417,713,0,3142,2229,164333,
500658,,,,,,,,,,,,
501105,26460681,1606228,35781,140412,24678260,26442939,590979,18039,1015249,140412,24678260,
501132,,,,,,,,,,,,
501459,,,,,,,,,,,,
501655,,,,,,,,,,,,
501767,,,,,,,,,,,,
501815,,,,,,14870,4920,0,3570,2375,4005,
502111,,,,,,,,,,,,
502447,,,,,,,,,,,,
502559,,,,,,,,,,,,
502652,,,,,,,,,,,,
502746,,,,,,,,,,,,
502849,,,,,,,,,,,,
503547,,,,,,,,,,,,
503640,,,,,,,,,,,,
504142,,,,,,,,,,,,
504311,,,,,,,,,,,,
504535,,,,,,,,,,,,
504647,,,,,,,,,,,,
504713,65583177,3774333,7629567,2384080,51795197,58038684,1138829,85074,2635504,2384080,51795197,
505550,,,,,,,,,,,,
505916,,,,,,,,,,,,
506922,,,,,,406710,51129,0,27536,9265,318780,
507068,,,,,,92857,18067,0,5343,10749,58698,
507152,,,,,,,,,,,,
507349,,,,,,,,,,,,
507509,,,,,,53345,147,0,3134,12427,37637,
508270,,,,,,,,,,,,
508346,,,,,,,,,,,,
508355,,,,,,,,,,,,
509811,,,,,,161545,46723,0,33054,5825,75943,
509857,,,,,,,,,,,,
509950,,,,,,276882,64311,0,30254,137761,44556,
510330,,,,,,,,,,,,
510648,,,,,,,,,,,,
510871,585524,83233,500,22741,479050,581896,49415,0,30724,22707,479050,
510938,,,,,,,,,,,,
510947,,,,,,,,,,,,
511832,,,,,,,,,,,,
513256,,,,,,18031,725,0,2499,12426,2381,
513322,,,,,,,,,,,,
513340,,,,,,,,,,,,
513546,,,,,,,,,,,,
513854,,,,,,,,,,,,
513920,,,,,,,,,,,,
514048,,,,,,,,,,,,
514057,,,,,,,,,,,,
514066,,,,,,,,,,,,
514132,,,,,,,,,,,,
514356,,,,,,,,,,,,
514655,,,,,,,,,,,,
514936,,,,,,,,,,,,
515979,,,,,,,,,,,,
516154,,,,,,,,,,,,
516855,,,,,,,,,,,,
516873,,,,,,,,,,,,
517049,,,,,,,,,,,,
517357,,,,,,,,,,,,
517441,,,,,,,,,,,,
517674,,,,,,,,,,,,
518037,,,,,,,,,,,,
518176,,,,,,,,,,,,
518354,,,,,,,,,,,,
518877,,,,,,,,,,,,
519146,,,,,,,,,,,,
519360,,,,,,,,,,,,
519445,,,,,,,,,,,,
519874,,,,,,,,,,,,
520003,,,,,,,,,,,,
520423,,,,,,,,,,,,
520777,,,,,,,,,,,,
521064,,,,,,,,,,,,
521158,,,,,,,,,,,,
521970,,,,,,,,,,,,
522034,,,,,,,,,,,,
522454,,,,,,,,,,,,
522605,,,,,,101247,22212,0,16835,191,62009,
522669,,,,,,,,,,,,
522753,,,,,,,,,,,,
523161,,,,,,,,,,,,
524579,,,,,,,,,,,,
524757,,,,,,,,,,,,
524766,,,,,,,,,,,,
524953,,,,,,,,,,,,
524971,,,,,,31556,0,0,2515,9993,19048,
525053,,,,,,77494,5051,0,2646,2880,66917,
525549,,,,,,,,,,,,
526452,36720,1859,5416,15330,14115,31303,1125,0,733,15330,14115,
526519,,,,,,15280,5413,0,4250,4052,1565,
526854,,,,,,17373,16,0,2785,7814,6758,
527057,,,,,,,,,,,,
527178,,,,,,,,,,,,
527600,,,,,,,,,,,,
527749,,,,,,,,,,,,
527954,,,,,,1472966,392409,9391,48212,42185,980769,
528102,,,,,,,,,,,,
528241,,,,,,,,,,,,
528849,,,,,,,,,,,,
528960,,,,,,302753,9363,0,9788,18358,265244,
529275,,,,,,,,,,,,
529341,,,,,,,,,,,,
529659,,,,,,,,,,,,
529958,,,,,,882921,13155,0,0,488620,381146,
530655,,,,,,,,,,,,
530851,,,,,,,,,,,,
531157,,,,,,,,,,,,
531250,,,,,,,,,,,,
532042,,,,,,,,,,,,
532453,,,,,,,,,,,,
532752,,,,,,,,,,,,
533124,,,,,,,,,,,,
533227,,,,,,,,,,,,
533535,,,,,,,,,,,,
534073,,,,,,,,,,,,
534242,,,,,,,,,,,,
534466,,,,,,,,,,,,
534756,,,,,,,,,,,,
534859,,,,,,,,,,,,
534877,,,,,,,,,,,,
535034,,,,,,,,,,,,
535575,,,,,,,,,,,,
535753,,,,,,,,,,,,
535931,,,,,,,,,,,,
535940,,,,,,,,,,,,
536059,,,,,,212472,508,0,3135,66423,142406,
536349,,,,,,,,,,,,
536527,,,,,,,,,,,,
536554,,,,,,,,,,,,
536853,,,,,,,,,,,,
537243,,,,,,,,,,,,
537449,,,,,,81074,14559,0,900,11876,53739,
537551,,,,,,,,,,,,
537560,,,,,,440907,29139,0,16000,5114,390654,
538222,,,,,,,,,,,,
538473,,,,,,,,,,,,
538754,,,,,,,,,,,,
538802,408249,2637,21455,3664,380493,408249,933,21455,1704,3664,380493,
539032,,,,,,394852,26765,5679,17629,6652,338127,
539340,,,,,,,,,,,,
539377,,,,,,,,,,,,
539452,,,,,,,,,,,,
539872,,,,,,,,,,,,
540056,,,,,,,,,,,,
540542,,,,,,,,,,,,
540551,,,,,,24126,0,0,7529,16597,0,
540739,,,,,,,,,,,,
540775,,,,,,99880,7896,0,3037,4673,84274,
540850,,,,,,,,,,,,
541101,129095000,986000,58068000,7594000,62447000,76411000,986000,5411000,0,7567000,62447000,
541231,,,,,,9951,0,0,2225,7726,0,
541307,,,,,,,,,,,,
541642,,,,,,,,,,,,
541754,,,,,,,,,,,,
541857,,,,,,,,,,,,
542153,,,,,,,,,,,,
542340,,,,,,,,,,,,
542528,,,,,,54939,19188,0,14200,4301,17250,
542667,,,,,,,,,,,,
542854,,,,,,,,,,,,
543262,,,,,,149639,26979,0,15011,1251,106398,
543459,,,,,,,,,,,,
543945,,,,,,,,,,,,
544335,,,,,,,,,,,,
544447,,,,,,,,,,,,
544652,,,,,,,,,,,,
544951,,,,,,,,,,,,
545604,,,,,,,,,,,,
546003,,,,,,,,,,,,
546320,,,,,,,,,,,,
546535,,,,,,,,,,,,
546544,,,,,,,,,,,,
547251,,,,,,,,,,,,
547550,,,,,,,,,,,,
547840,,,,,,119193,34284,0,43769,1424,39716,
548052,,,,,,,,,,,,
548267,,,,,,,,,,,,
548351,,,,,,150840,19307,0,24273,4257,103003,
548472,,,,,,,,,,,,
548771,,,,,,,,,,,,
548829,,,,,,,,,,,,
549862,,,,,,32405,3827,0,3352,1299,23927,
550279,,,,,,,,,,,,
550354,,,,,,,,,,,,
550448,,,,,,,,,,,,
550635,,,,,,,,,,,,
550653,,,,,,,,,,,,
550952,,,,,,,,,,,,
551016,,,,,,,,,,,,
552059,,,,,,,,,,,,
552161,,,,,,,,,,,,
552545,,,,,,,,,,,,
552956,,,,,,,,,,,,
552974,,,,,,66644,4339,0,5702,33977,22626,
553038,,,,,,,,,,,,
553926,,,,,,,,,,,,
553944,,,,,,,,,,,,
554268,,,,,,,,,,,,
554343,,,,,,,,,,,,
554857,,,,,,211542,16437,0,12306,3972,178827,
555256,,,,,,,,,,,,
556011,,,,,,,,,,,,
556459,,,,,,,,,,,,
556815,,,,,,45473,11139,0,7406,1275,25653,
556936,,,,,,14996,0,0,731,6385,7880,
557317,,,,,,171384,805,0,7400,15902,147277,
557438,,,,,,,,,,,,
557858,,,,,,262308,65964,39,41499,5101,149705,
559179,,,,,,,,,,,,
560214,,,,,,,,,,,,
560353,,,,,,,,,,,,
560438,,,,,,,,,,,,
560830,,,,,,,,,,,,
561145,,,,,,,,,,,,
561574,,,,,,,,,,,,
561659,,,,,,129363,8063,0,5120,468,115712,
561864,,,,,,,,,,,,
562058,,,,,,,,,,,,
563233,,,,,,,,,,,,
563336,,,,,,,,,,,,
563457,,,,,,,,,,,,
563934,,,,,,,,,,,,
564052,,,,,,,,,,,,
564324,,,,,,,,,,,,
564463,,,,,,,,,,,,
564557,286872,19461,44,255557,11810,286872,7033,44,12428,255557,11810,
564678,,,,,,,,,,,,
564838,,,,,,,,,,,,
564977,,,,,,82785,22,0,5760,2269,74734,
565143,,,,,,,,,,,,
565170,,,,,,,,,,,,
565536,,,,,,,,,,,,
565750,,,,,,,,,,,,
565844,,,,,,,,,,,,
566056,,,,,,,,,,,,
566243,,,,,,,,,,,,
567240,,,,,,,,,,,,
567679,,,,,,,,,,,,
567736,,,,,,,,,,,,
568126,,,,,,,,,,,,
568135,,,,,,,,,,,,
568359,,,,,,54741,0,0,2396,5789,46556,
568377,,,,,,,,,,,,
568470,,,,,,82500,0,0,10113,16839,55548,
568939,,,,,,,,,,,,
570558,,,,,,,,,,,,
570651,,,,,,,,,,,,
571135,,,,,,,,,,,,
571265,,,,,,21297,275,0,2634,713,17675,
571920,,,,,,,,,,,,
571957,,,,,,,,,,,,
572347,,,,,,,,,,,,
572374,,,,,,190899,511,0,80133,38735,71520,
572459,,,,,,,,,,,,
572655,,,,,,,,,,,,
573036,,,,,,,,,,,,
573335,,,,,,,,,,,,
574079,,,,,,,,,,,,
574949,,,,,,,,,,,,
574976,,,,,,,,,,,,
575133,,,,,,,,,,,,
575254,,,,,,297847,22853,0,20697,14566,239731,
575348,,,,,,,,,,,,
575375,,,,,,,,,,,,
575759,,,,,,16757,4025,0,1907,474,10351,
575834,,,,,,,,,,,,
576354,,,,,,15221,0,0,557,14664,0,
576578,,,,,,,,,,,,
576608,,,,,,33084,11289,0,4380,1825,15590,
576644,,,,,,,,,,,,
576952,,,,,,,,,,,,
577128,,,,,,232171,47107,0,58119,16221,110724,
577137,,,,,,120607,296,0,452,25297,94562,
577230,,,,,,,,,,,,
578116,,,,,,,,,,,,
578237,,,,,,,,,,,,
578255,,,,,,,,,,,,
578554,,,,,,,,,,,,
578741,,,,,,,,,,,,
578862,,,,,,,,,,,,
579140,,,,,,,,,,,,
579319,,,,,,,,,,,,
579364,,,,,,,,,,,,
579636,,,,,,,,,,,,
580155,,,,,,,,,,,,
580548,,,,,,14893,1,0,1950,11083,1859,
580847,,,,,,,,,,,,
580874,,,,,,,,,,,,
581237,,,,,,,,,,,,
581358,,,,,,,,,,,,
582654,,,,,,,,,,,,
582878,,,,,,,,,,,,
582953,,,,,,,,,,,,
582971,,,,,,,,,,,,
583071,,,,,,,,,,,,
583268,,,,,,,,,,,,
583352,,,,,,,,,,,,
583754,,,,,,,,,,,,
583905,,,,,,,,,,,,
584377,,,,,,34271,8257,0,7817,11607,6590,
584724,,,,,,,,,,,,
584920,,,,,,,,,,,,
585235,,,,,,,,,,,,
585749,,,,,,,,,,,,
586027,,,,,,,,,,,,
586072,,,,,,,,,,,,
586335,,,,,,,,,,,,
586960,,,,,,,,,,,,
587677,,,,,,,,,,,,
587800,,,,,,167635,28687,0,7360,49583,82005,
588245,,,,,,,,,,,,
588348,,,,,,1605,4,0,949,652,0,
588478,,,,,,14910,150,0,750,12723,1287,
589158,,,,,,,,,,,,
589523,,,,,,,,,,,,
589943,,,,,,29179,7627,0,5093,9557,6902,
590220,,,,,,57471,3792,0,2788,10755,40136,
590640,,,,,,,,,,,,
590976,,,,,,,,,,,,
591209,,,,,,,,,,,,
591320,,,,,,28855,2322,0,5020,5461,16052,
591357,,,,,,,,,,,,
591366,,,,,,70005,192,0,4028,21026,44759,
592439,,,,,,,,,,,,
592448,,,,,,465847,12160,0,30303,13708,409676,
592550,,,,,,,,,,,,
592644,,,,,,,,,,,,
593007,,,,,,105560,36338,0,15820,33316,20086,
593052,,,,,,,,,,,,
593249,,,,,,,,,,,,
593333,,,,,,,,,,,,
593771,,,,,,,,,,,,
593940,,,,,,,,,,,,
594433,,,,,,,,,,,,
594451,,,,,,,,,,,,
594853,,,,,,,,,,,,
594938,,,,,,,,,,,,
594947,,,,,,96980,2584,0,8768,34233,51395,
595270,,,,,,467778,61562,0,72271,20919,313026,
595337,,,,,,,,,,,,
595430,,,,,,76181,3622,0,4960,2674,64925,
595869,1105002,52451,101553,45837,905161,1071606,35053,68298,17257,45837,905161,
595944,,,,,,,,,,,,
596062,,,,,,,,,,,,
596156,,,,,,24732,3712,0,5017,6726,9277,
596277,,,,,,,,,,,,
596455,,,,,,,,,,,,
596978,,,,,,,,,,,,
597041,,,,,,,,,,,,
597313,,,,,,,,,,,,
597452,,,,,,,,,,,,
597546,,,,,,,,,,,,
597658,,,,,,,,,,,,
598002,,,,,,12995,4136,0,2549,633,5677,
598048,,,,,,,,,,,,
598132,,,,,,,,,,,,
598543,,,,,,,,,,,,
599643,,,,,,,,,,,,
599764,,,,,,229273,20678,0,23348,6673,178574,
600419,,,,,,,,,,,,
601032,,,,,,,,,,,,
601041,,,,,,,,,,,,
601050,,,,,,2555922,224352,18741,89415,8357,2215057,
601153,,,,,,,,,,,,
601416,,,,,,141344,28857,0,19255,6769,86463,
601443,,,,,,,,,,,,
601658,,,,,,,,,,,,
602048,,,,,,,,,,,,
602543,,,,,,,,,,,,
602842,,,,,,,,,,,,
603232,,,,,,,,,,,,
603540,,,,,,,,,,,,
603559,,,,,,,,,,,,
603755,,,,,,,,,,,,
604024,,,,,,,,,,,,
604033,,,,,,,,,,,,
604547,,,,,,,,,,,,
604640,,,,,,,,,,,,
605571,,,,,,,,,,,,
605610,,,,,,,,,,,,
605656,,,,,,23784,3083,0,2390,4270,14041,
606046,,,,,,2599386,3214,0,229892,250582,2115698,
606176,,,,,,,,,,,,
606653,,,,,,,,,,,,
607146,,,,,,,,,,,,
608358,,,,,,,,,,,,
608844,,,,,,,,,,,,
609010,,,,,,,,,,,,
609467,,,,,,,,,,,,
609476,,,,,,,,,,,,
609609,,,,,,,,,,,,
609645,,,,,,,,,,,,
609832,,,,,,,,,,,,
610128,,,,,,,,,,,,
610164,,,,,,,,,,,,
610539,,,,,,,,,,,,
610557,,,,,,,,,,,,
610913,,,,,,,,,,,,
611031,,,,,,,,,,,,
612159,,,,,,,,,,,,
612878,,,,,,,,,,,,
613008,,,,,,314079,86507,0,83694,26149,117729,
613156,,,,,,,,,,,,
613343,,,,,,,,,,,,
613400,,,,,,148842,0,0,10779,44493,93570,
613558,,,,,,,,,,,,
613679,,,,,,15476,1869,0,2102,11505,0,
613839,,,,,,,,,,,,
613950,,,,,,,,,,,,
613978,,,,,,,,,,,,
614256,,,,,,,,,,,,
614313,,,,,,21852,7486,0,5169,6431,2766,
614368,,,,,,,,,,,,
614751,,,,,,,,,,,,
614948,,,,,,,,,,,,
615217,,,,,,,,,,,,
615253,,,,,,,,,,,,
615851,,,,,,,,,,,,
615879,,,,,,,,,,,,
615954,,,,,,,,,,,,
616036,,,,,,,,,,,,
616540,,,,,,,,,,,,
617051,,,,,,,,,,,,
617079,,,,,,,,,,,,
617145,,,,,,,,,,,,
617275,,,,,,,,,,,,
617743,,,,,,,,,,,,
618647,,,,,,,,,,,,
618740,,,,,,,,,,,,
618777,,,,,,,,,,,,
618807,,,,,,38605,22899,0,9798,281,5627,
619701,,,,,,,,,,,,
619859,,,,,,,,,,,,
619877,12528000,6199000,0,196000,6133000,12528000,6198000,0,1000,196000,6133000,
621151,,,,,,,,,,,,
621245,,,,,,,,,,,,
621357,,,,,,,,,,,,
621441,,,,,,,,,,,,
622037,,,,,,,,,,,,
622774,,,,,,,,,,,,
623052,,,,,,,,,,,,
623454,,,,,,,,,,,,
623548,,,,,,,,,,,,
623874,,,,,,,,,,,,
624246,,,,,,,,,,,,
624648,,,,,,,,,,,,
624778,,,,,,,,,,,,
624956,,,,,,,,,,,,
625056,,,,,,,,,,,,
625065,,,,,,,,,,,,
625159,,,,,,5140,1489,0,3367,284,0,
625654,,,,,,106499,15350,0,7986,13060,70103,
625757,,,,,,,,,,,,
625850,,,,,,,,,,,,
625953,,,,,,,,,,,,
626101,,,,,,81004,8010,0,4254,1316,67424,
627108,,,,,,37502,0,0,2674,1832,32996,
627854,,,,,,,,,,,,
628039,,,,,,,,,,,,
628123,,,,,,15712,0,0,1416,510,13786,
628356,,,,,,,,,,,,
628552,,,,,,36265,396,0,2347,5922,27600,
629148,,,,,,,,,,,,
629353,,,,,,,,,,,,
629522,,,,,,,,,,,,
629746,,,,,,,,,,,,
630041,,,,,,,,,,,,
630340,,,,,,,,,,,,
630555,,,,,,,,,,,,
630658,,,,,,,,,,,,
631039,,,,,,,,,,,,
631150,,,,,,,,,,,,
631178,,,,,,33957,0,0,2026,28514,3417,
631422,,,,,,158500,12727,0,9913,3340,132520,
631570,,,,,,,,,,,,
632410,,,,,,12846,8387,0,4320,114,25,
632607,,,,,,,,,,,,
632858,,,,,,33084,1118,0,445,22298,9223,
