IDRSSD,RCFD0010,RCFD0022,RCFD0070,RCFD0082,RCFD0090,RCON0010,RCON0020,RCON0070,RCON0080,RCON0082,RCON0090,
,CASH AND DUE FROM DEPOSITORIES,CASH & CASH ITEMS IN PROCESS OF COLL,BALANCES WITH BKS IN FGN COUNTRIES,BALANCES DUE FROM DEPOSITORY INSTITU,BALANCES WITH F. R. BKS (COML BK BOO,CASH AND DUE FROM DEPOSITORIES,CASH ITEMS IN PROCESS OF COLLECTION,BALANCES WITH BKS IN FGN COUNTRIES,CURR&COIN (U.S. & FGN) VAULT CASH,BALANCES DUE FROM DEPOSITORY INSTITU,BALANCES WITH F. R. BKS (COML BK BOO,
203043,,,,,,25824,39,0,3124,4156,18505,
203052,,,,,,,,,,,,
203575,,,,,,,,,,,,
204004,,,,,,290883,0,0,47406,149682,93795,
204237,,,,,,,,,,,,
204826,,,,,,,,,,,,
205243,,,,,,,,,,,,
205346,,,,,,,,,,,,
205458,,,,,,,,,,,,
205542,,,,,,,,,,,,
206156,,,,,,,,,,,,
206174,,,,,,,,,,,,
206473,,,,,,,,,,,,
206772,,,,,,,,,,,,
206950,,,,,,,,,,,,
207041,,,,,,,,,,,,
207050,,,,,,,,,,,,
207452,,,,,,,,,,,,
207470,,,,,,,,,,,,
207555,,,,,,,,,,,,
207845,,,,,,,,,,,,
207872,,,,,,,,,,,,
208057,,,,,,49413,2971,0,1320,2283,42839,
208244,1229621,151629,339,122866,954787,1229508,13632,226,137997,122866,954787,
208347,,,,,,,,,,,,
208440,,,,,,,,,,,,
208459,,,,,,,,,,,,
208570,,,,,,,,,,,,
208655,,,,,,,,,,,,
208972,,,,,,,,,,,,
209148,,,,,,49706,0,0,3857,980,44869,
209362,,,,,,,,,,,,
209559,,,,,,,,,,,,
209858,,,,,,,,,,,,
210238,,,,,,,,,,,,
210256,,,,,,,,,,,,
210434,51573172,161618,25163852,33034,26214668,23347582,99460,20942,61598,33002,23132580,
211114,,,,,,,,,,,,
211271,,,,,,171367,2988,0,2637,2266,163476,
211338,,,,,,,,,,,,
211851,,,,,,,,,,,,
212018,,,,,,16556,1219,0,1677,3964,9696,
212344,,,,,,,,,,,,
212522,,,,,,87203,12736,0,24024,5348,45095,
212577,,,,,,326192,750,0,17235,139763,168444,
213471,,,,,,,,,,,,
213538,,,,,,,,,,,,
213912,,,,,,,,,,,,
213958,,,,,,,,,,,,
214106,,,,,,193226,10251,0,3194,3562,176219,
214414,,,,,,191649,15418,0,15747,16805,143679,
214722,,,,,,42841,14297,0,4394,21190,2960,
214807,,,,,,15296000,23000,0,0,4000,15269000,
215345,,,,,,,,,,,,
215653,,,,,,,,,,,,
215662,,,,,,27114,5948,0,4200,6081,10885,
215710,,,,,,,,,,,,
216164,,,,,,,,,,,,
216230,,,,,,,,,,,,
216922,,,,,,610452,91701,0,66860,18785,433106,
217059,,,,,,17107,2,0,1683,6361,9061,
218131,,,,,,,,,,,,
218261,,,,,,,,,,,,
218878,,,,,,,,,,,,
219044,,,,,,,,,,,,
219651,,,,,,,,,,,,
219679,,,,,,,,,,,,
220059,,,,,,,,,,,,
220527,,,,,,82835,293,0,12945,18104,51493,
220844,,,,,,,,,,,,
220974,,,,,,,,,,,,
221775,,,,,,,,,,,,
222156,,,,,,,,,,,,
222558,,,,,,,,,,,,
222754,,,,,,,,,,,,
223322,,,,,,294270,1341,0,19844,9154,263931,
223452,,,,,,,,,,,,
223751,,,,,,,,,,,,
223845,,,,,,,,,,,,
224954,,,,,,,,,,,,
225054,,,,,,,,,,,,
225157,,,,,,,,,,,,
225559,,,,,,,,,,,,
225942,,,,,,,,,,,,
226949,,,,,,,,,,,,
227151,,,,,,,,,,,,
227357,,,,,,,,,,,,
227656,,,,,,,,,,,,
227777,,,,,,,,,,,,
228000,,,,,,,,,,,,
228158,,,,,,,,,,,,
228279,,,,,,,,,,,,
228345,,,,,,,,,,,,
229070,,,,,,,,,,,,
229173,,,,,,,,,,,,
229342,,,,,,,,,,,,
229454,,,,,,,,,,,,
229801,1002765,278496,95417,134287,494565,1002724,185098,95417,93357,134287,494565,
229913,2961707,0,10639,935242,2015826,2961707,0,10639,0,935242,2015826,
230423,,,,,,,,,,,,
230610,,,,,,,,,,,,
230759,,,,,,65400,14175,5,44207,7013,0,
231279,,,,,,,,,,,,
232847,,,,,,,,,,,,
232856,,,,,,,,,,,,
233031,9109000,3185000,37000,507000,5380000,9109000,894000,37000,2291000,507000,5380000,
233246,,,,,,,,,,,,
233358,,,,,,,,,,,,
233442,,,,,,,,,,,,
233527,,,,,,,,,,,,
233554,,,,,,,,,,,,
234355,,,,,,61117,8419,0,11860,20996,19842,
234506,,,,,,13284,12,0,3849,3334,6089,
234739,,,,,,,,,,,,
234841,,,,,,,,,,,,
235174,,,,,,,,,,,,
235231,,,,,,,,,,,,
235446,,,,,,,,,,,,
235530,,,,,,,,,,,,
235558,,,,,,,,,,,,
235950,,,,,,,,,,,,
236153,,,,,,225545,724,0,10110,37532,177179,
236256,,,,,,,,,,,,
236603,,,,,,,,,,,,
236706,,,,,,315729,1,0,3371,2664,309693,
236957,,,,,,12078,676,0,1977,864,8561,
237066,,,,,,401573,2125,0,11216,10485,377747,
237619,,,,,,151552,9451,0,7229,12359,122513,
237954,,,,,,,,,,,,
238139,,,,,,,,,,,,
238250,,,,,,,,,,,,
238737,,,,,,,,,,,,
239556,,,,,,,,,,,,
239613,,,,,,,,,,,,
239659,,,,,,,,,,,,
240954,,,,,,,,,,,,
241009,,,,,,,,,,,,
241157,,,,,,23949,8085,0,8881,6357,626,
241559,,,,,,,,,,,,
241607,,,,,,,,,,,,
242257,,,,,,,,,,,,
242444,,,,,,,,,,,,
242949,,,,,,,,,,,,
242958,,,,,,,,,,,,
242976,,,,,,90729,90,0,2758,18602,69279,
243375,,,,,,,,,,,,
243414,,,,,,,,,,,,
243955,,,,,,,,,,,,
244037,,,,,,,,,,,,
244149,,,,,,60061,168,0,3001,56892,0,
244158,,,,,,,,,,,,
244251,,,,,,,,,,,,
245016,917414,7158,161,9539,900556,917414,3996,161,3162,9539,900556,
245276,,,,,,639576,16056,81,29232,282930,311277,
245351,,,,,,,,,,,,
245557,,,,,,,,,,,,
246022,,,,,,13771,5363,0,2213,1362,4833,
246134,,,,,,61739,39,0,5656,55825,219,
246451,,,,,,,,,,,,
246657,,,,,,128241,9642,0,6096,470,112033,
246947,,,,,,,,,,,,
246956,,,,,,,,,,,,
247140,,,,,,,,,,,,
247355,,,,,,,,,,,,
247476,,,,,,,,,,,,
247551,,,,,,,,,,,,
247908,,,,,,,,,,,,
248240,,,,,,111776,0,0,8350,55167,48259,
248352,,,,,,,,,,,,
248455,,,,,,,,,,,,
248633,,,,,,,,,,,,
248745,,,,,,,,,,,,
249416,,,,,,,,,,,,
249612,,,,,,647112,3635,10701,19505,64441,548830,
249658,,,,,,,,,,,,
250430,,,,,,,,,,,,
250476,,,,,,,,,,,,
250850,,,,,,,,,,,,
251352,,,,,,,,,,,,
251558,,,,,,,,,,,,
251745,,,,,,,,,,,,
251978,,,,,,,,,,,,
252041,,,,,,,,,,,,
252452,,,,,,,,,,,,
253356,,,,,,40490,17184,0,6408,643,16255,
253468,,,,,,376867,28330,0,3281,1804,343452,
253646,,,,,,9025,0,0,8394,631,0,
253730,,,,,,,,,,,,
254317,,,,,,,,,,,,
254504,,,,,,,,,,,,
254849,,,,,,,,,,,,
255350,,,,,,,,,,,,
255547,,,,,,,,,,,,
255556,,,,,,,,,,,,
255574,,,,,,,,,,,,
255659,,,,,,77619,39308,0,31714,379,6218,
256058,,,,,,,,,,,,
256076,,,,,,,,,,,,
256179,,,,,,,,,,,,
256553,,,,,,85920,37983,0,20364,27247,326,
257233,,,,,,,,,,,,
257345,,,,,,,,,,,,
257578,,,,,,,,,,,,
257653,,,,,,,,,,,,
257756,,,,,,,,,,,,
258146,,,,,,,,,,,,
258306,,,,,,,,,,,,
258379,,,,,,,,,,,,
258539,,,,,,,,,,,,
258771,,,,,,218731,207,0,13808,16051,188665,
258874,,,,,,,,,,,,
259059,,,,,,,,,,,,
259330,,,,,,58220,0,0,5249,1463,51508,
259442,,,,,,,,,,,,
259956,,,,,,,,,,,,
260055,,,,,,253991,37599,0,50274,13971,152147,
260831,,,,,,,,,,,,
261146,,,,,,5745,19,0,883,4843,0,
261360,,,,,,,,,,,,
261940,,,,,,,,,,,,
262059,,,,,,,,,,,,
262237,,,,,,,,,,,,
262358,,,,,,,,,,,,
262741,,,,,,,,,,,,
262844,,,,,,,,,,,,
262956,,,,,,,,,,,,
263243,,,,,,26184,1,0,4966,4554,16663,
263627,,,,,,,,,,,,
264455,,,,,,,,,,,,
264772,,,,,,917693,0,0,270,92791,824632,
265340,,,,,,,,,,,,
265407,,,,,,,,,,,,
265452,,,,,,,,,,,,
265676,,,,,,,,,,,,
266244,,,,,,,,,,,,
266253,,,,,,,,,,,,
266655,,,,,,,,,,,,
266851,,,,,,,,,,,,
266945,,,,,,,,,,,,
267652,,,,,,,,,,,,
268006,,,,,,32460,14888,103,12169,1339,3961,
268136,,,,,,,,,,,,
268677,,,,,,46340,0,0,2379,812,43149,
268828,,,,,,8696,0,0,3877,3651,1168,
268976,,,,,,,,,,,,
269049,,,,,,,,,,,,
269058,,,,,,,,,,,,
269571,,,,,,,,,,,,
269759,,,,,,,,,,,,
270148,,,,,,,,,,,,
270353,,,,,,,,,,,,
270504,,,,,,,,,,,,
270531,,,,,,,,,,,,
270652,,,,,,,,,,,,
271136,,,,,,,,,,,,
271275,,,,,,10886,2010,0,1358,637,6881,
271341,,,,,,,,,,,,
271529,,,,,,,,,,,,
272030,,,,,,,,,,,,
272058,,,,,,,,,,,,
272151,,,,,,,,,,,,
272272,,,,,,,,,,,,
272302,,,,,,157165,7153,0,5440,54060,90512,
273336,,,,,,112324,25992,0,6309,3374,76649,
273550,,,,,,,,,,,,
273653,,,,,,,,,,,,
273662,,,,,,,,,,,,
273840,,,,,,,,,,,,
273859,,,,,,,,,,,,
274025,,,,,,,,,,,,
274052,,,,,,,,,,,,
274829,,,,,,25063,5,0,3022,335,21701,
274856,,,,,,,,,,,,
275255,,,,,,10071,0,0,1150,7159,1762,
275358,,,,,,,,,,,,
275479,,,,,,,,,,,,
275657,,,,,,,,,,,,
276074,,,,,,,,,,,,
276159,,,,,,,,,,,,
276551,,,,,,,,,,,,
276579,,,,,,2785175,166934,75912,457671,139424,1945234,
276645,,,,,,,,,,,,
276654,,,,,,,,,,,,
276850,,,,,,,,,,,,
276953,,,,,,,,,,,,
277240,,,,,,,,,,,,
277277,,,,,,,,,,,,
277736,,,,,,,,,,,,
277820,,,,,,,,,,,,
278256,,,,,,,,,,,,
278555,,,,,,,,,,,,
278733,,,,,,,,,,,,
278751,,,,,,,,,,,,
278818,,,,,,49955,20074,0,18567,8892,2422,
279105,,,,,,230239,14553,0,4232,7495,203959,
279842,,,,,,,,,,,,
279954,,,,,,195160,1214,0,4492,23898,165556,
280110,16861177,1248887,74687,79352,15458251,16861177,640941,74687,607946,79352,15458251,
280138,,,,,,,,,,,,
280352,,,,,,,,,,,,
280558,,,,,,,,,,,,
282075,,,,,,,,,,,,
282226,,,,,,,,,,,,
282824,,,,,,,,,,,,
283438,,,,,,71139,0,0,4581,10821,55737,
283652,,,,,,,,,,,,
283737,,,,,,,,,,,,
283867,,,,,,,,,,,,
284154,,,,,,,,,,,,
284239,,,,,,,,,,,,
284556,,,,,,,,,,,,
284752,,,,,,,,,,,,
284958,,,,,,,,,,,,
285151,,,,,,,,,,,,
285348,,,,,,,,,,,,
285544,,,,,,,,,,,,
285553,,,,,,,,,,,,
285740,,,,,,63322,133,0,3408,22390,37391,
285852,,,,,,,,,,,,
285928,,,,,,,,,,,,
286251,,,,,,,,,,,,
286457,,,,,,,,,,,,
286840,,,,,,,,,,,,
287007,,,,,,,,,,,,
287342,,,,,,,,,,,,
287922,,,,,,,,,,,,
287959,,,,,,,,,,,,
288152,,,,,,,,,,,,
288376,,,,,,28404,0,0,1775,32,26597,
288853,,,,,,721600,103801,0,52370,41466,523963,
289056,,,,,,,,,,,,
289225,,,,,,,,,,,,
289515,,,,,,,,,,,,
289702,,,,,,,,,,,,
289739,,,,,,,,,,,,
289757,,,,,,,,,,,,
290249,,,,,,20738,7194,0,4675,5864,3005,
290838,,,,,,,,,,,,
290922,,,,,,,,,,,,
291059,,,,,,,,,,,,
291376,,,,,,,,,,,,
291611,,,,,,,,,,,,
291732,,,,,,,,,,,,
292234,,,,,,,,,,,,
292467,,,,,,,,,,,,
292850,,,,,,,,,,,,
292908,,,,,,124283,9172,0,3768,3510,107833,
293053,,,,,,,,,,,,
293352,,,,,,,,,,,,
293437,,,,,,,,,,,,
293651,,,,,,,,,,,,
293754,,,,,,,,,,,,
294023,,,,,,,,,,,,
294751,,,,,,20435,3054,0,8111,3119,6151,
294779,,,,,,162278,8268,0,17298,11815,124897,
294827,,,,,,,,,,,,
295011,,,,,,37226,3236,0,4195,13220,16575,
295057,,,,,,,,,,,,
295646,,,,,,,,,,,,
296456,,,,,,,,,,,,
296474,,,,,,,,,,,,
296559,,,,,,,,,,,,
296755,,,,,,,,,,,,
296858,,,,,,,,,,,,
297051,,,,,,,,,,,,
297761,,,,,,,,,,,,
298049,,,,,,,,,,,,
298218,,,,,,,,,,,,
298245,,,,,,21523,1106,0,2020,2833,15564,
299868,,,,,,60652,0,0,16,54227,6409,
300009,,,,,,,,,,,,
300063,,,,,,,,,,,,
300353,,,,,,,,,,,,
300933,,,,,,31847,0,0,3804,5856,22187,
300942,,,,,,,,,,,,
300960,,,,,,,,,,,,
301574,,,,,,,,,,,,
301800,,,,,,65172,5202,0,8774,25330,25866,
302030,,,,,,,,,,,,
302133,,,,,,,,,,,,
302553,,,,,,,,,,,,
302656,,,,,,102951,21,0,14820,3768,84342,
303653,,,,,,,,,,,,
303701,,,,,,,,,,,,
303747,,,,,,,,,,,,
303952,,,,,,,,,,,,
304173,,,,,,,,,,,,
304520,,,,,,,,,,,,
304575,,,,,,,,,,,,
304762,,,,,,,,,,,,
304913,,,,,,,,,,,,
305059,,,,,,,,,,,,
305077,,,,,,,,,,,,
305237,,,,,,,,,,,,
305442,,,,,,,,,,,,
306056,,,,,,,,,,,,
306159,,,,,,12284,3,0,1005,8388,2888,
306337,,,,,,,,,,,,
306908,,,,,,,,,,,,
307062,,,,,,,,,,,,
307334,,,,,,,,,,,,
307361,,,,,,,,,,,,
307679,,,,,,,,,,,,
308256,,,,,,,,,,,,
308340,,,,,,,,,,,,
308836,,,,,,,,,,,,
309150,,,,,,,,,,,,
309655,,,,,,,,,,,,
309851,,,,,,,,,,,,
310754,,,,,,,,,,,,
310950,,,,,,,,,,,,
310978,,,,,,41049,3456,0,2535,6223,28835,
311050,,,,,,,,,,,,
311144,,,,,,,,,,,,
311256,,,,,,,,,,,,
311265,,,,,,,,,,,,
311603,,,,,,,,,,,,
311658,,,,,,,,,,,,
311845,,,,,,433596,38,0,270829,67281,95448,
311939,,,,,,,,,,,,
312244,,,,,,,,,,,,
312356,,,,,,,,,,,,
313009,,,,,,,,,,,,
313157,,,,,,,,,,,,
313223,,,,,,,,,,,,
313577,,,,,,,,,,,,
314257,,,,,,,,,,,,
314444,,,,,,,,,,,,
315656,,,,,,,,,,,,
316840,,,,,,399079,49457,0,22576,6177,320869,
316859,,,,,,,,,,,,
316934,,,,,,,,,,,,
317258,,,,,,,,,,,,
317342,,,,,,199645,0,0,46362,64275,89008,
317379,,,,,,,,,,,,
317650,,,,,,,,,,,,
318974,,,,,,,,,,,,
319047,,,,,,,,,,,,
319551,,,,,,,,,,,,
320034,,,,,,,,,,,,
320052,,,,,,76066,4300,0,5610,100,66056,
320070,,,,,,,,,,,,
320119,,,,,,458330,0,319623,2340,11018,125349,
321152,,,,,,,,,,,,
321255,,,,,,,,,,,,
321273,,,,,,,,,,,,
321330,,,,,,,,,,,,
321947,,,,,,19619,480,0,4595,14165,379,
322449,,,,,,,,,,,,
322551,,,,,,,,,,,,
323204,,,,,,,,,,,,
323651,,,,,,,,,,,,
324153,,,,,,,,,,,,
324229,,,,,,,,,,,,
324256,,,,,,,,,,,,
324340,,,,,,100946,15577,0,13152,5764,66453,
324854,,,,,,,,,,,,
324863,,,,,,164701,18928,0,10046,15871,119856,
324975,,,,,,,,,,,,
325141,,,,,,,,,,,,
325459,,,,,,,,,,,,
325534,,,,,,,,,,,,
326054,,,,,,,,,,,,
326344,,,,,,,,,,,,
326858,,,,,,,,,,,,
326979,,,,,,,,,,,,
327220,,,,,,,,,,,,
327305,,,,,,14537,5524,643,6164,886,1320,
327435,,,,,,,,,,,,
327556,,,,,,,,,,,,
327855,,,,,,,,,,,,
328058,,,,,,,,,,,,
328357,,,,,,198302,39,0,604,161764,35895,
328656,,,,,,,,,,,,
328777,,,,,,211512,12875,0,3990,22590,172057,
329149,,,,,,,,,,,,
329345,,,,,,,,,,,,
329550,,,,,,,,,,,,
329952,,,,,,57566,3423,0,5319,38506,10318,
330239,,,,,,,,,,,,
330248,,,,,,,,,,,,
330855,,,,,,97450,46214,0,11747,4694,34795,
330873,,,,,,4451,550,0,859,1526,1516,
330949,,,,,,,,,,,,
331076,,,,,,,,,,,,
331375,,,,,,,,,,,,
331544,,,,,,,,,,,,
331713,,,,,,,,,,,,
332224,,,,,,,,,,,,
332345,,,,,,,,,,,,
332671,,,,,,,,,,,,
332756,,,,,,,,,,,,
333034,,,,,,,,,,,,
333203,,,,,,44482,25513,0,3530,14974,465,
333650,,,,,,,,,,,,
333856,,,,,,128766,44,0,1669,26921,100132,
333940,,,,,,,,,,,,
334264,,,,,,,,,,,,
335346,,,,,,,,,,,,
336147,,,,,,,,,,,,
336361,,,,,,,,,,,,
336576,,,,,,,,,,,,
337340,,,,,,,,,,,,
338646,,,,,,,,,,,,
338945,,,,,,,,,,,,
339072,,,,,,77372,3664,0,568,1460,71680,
339353,,,,,,,,,,,,
339456,,,,,,26603,0,0,10764,1578,14261,
339607,,,,,,,,,,,,
339773,,,,,,179305,22038,0,35829,10186,111252,
339858,,,,,,1193350,408503,15137,576868,66391,126451,
340135,,,,,,26266,7454,0,13790,4997,25,
340144,,,,,,,,,,,,
340256,,,,,,,,,,,,
340443,,,,,,,,,,,,
340742,,,,,,10691,2768,0,3883,415,3625,
340751,,,,,,,,,,,,
341310,,,,,,,,,,,,
342054,,,,,,,,,,,,
342362,,,,,,112147,2969,0,2020,1356,105802,
342410,,,,,,132509,25463,0,10101,17254,79691,
342634,,,,,,822141,115729,0,154475,12551,539386,
343051,,,,,,,,,,,,
343248,,,,,,,,,,,,
343770,,,,,,,,,,,,
343903,,,,,,,,,,,,
343958,,,,,,,,,,,,
344647,,,,,,33646,4039,0,3992,2996,22619,
344852,,,,,,,,,,,,
345309,,,,,,64321,7629,0,4638,20452,31602,
345345,,,,,,66231,4320,0,941,1438,59532,
345747,,,,,,39367,0,0,1892,10692,26783,
345756,,,,,,3550,0,0,952,2596,2,
345877,,,,,,,,,,,,
346379,,,,,,,,,,,,
346566,,,,,,,,,,,,
346771,,,,,,,,,,,,
347022,,,,,,,,,,,,
347639,,,,,,,,,,,,
347956,,,,,,81833,2029,0,679,12639,66486,
348159,,,,,,,,,,,,
348720,,,,,,,,,,,,
349129,,,,,,,,,,,,
349343,,,,,,,,,,,,
350572,,,,,,,,,,,,
350657,,,,,,,,,,,,
350750,,,,,,,,,,,,
351131,,,,,,,,,,,,
351560,,,,,,,,,,,,
351878,,,,,,,,,,,,
352370,,,,,,,,,,,,
352651,,,,,,,,,,,,
352745,,,,,,,,,,,,
352772,,,,,,247458,109308,0,84628,23628,29894,
353238,,,,,,,,,,,,
353546,,,,,,,,,,,,
353555,,,,,,1219550,65053,0,43230,38906,1072361,
353957,,,,,,,,,,,,
354057,,,,,,,,,,,,
354253,,,,,,,,,,,,
354310,,,,,,190583,49937,0,15455,11822,113369,
354552,,,,,,,,,,,,
354851,,,,,,,,,,,,
355120,,,,,,,,,,,,
355559,,,,,,,,,,,,
355858,,,,,,111956,8532,0,5299,13165,84960,
356239,,,,,,,,,,,,
356659,,,,,,,,,,,,
356752,,,,,,,,,,,,
357526,,,,,,,,,,,,
357553,,,,,,,,,,,,
357777,,,,,,,,,,,,
357937,,,,,,,,,,,,
358112,,,,,,,,,,,,
358448,,,,,,,,,,,,
358756,,,,,,,,,,,,
359472,,,,,,,,,,,,
359744,,,,,,,,,,,,
360777,,,,,,,,,,,,
361055,,,,,,,,,,,,
361167,,,,,,386752,46005,0,66386,1945,272416,
361279,,,,,,,,,,,,
361354,,,,,,,,,,,,
361439,,,,,,19739,0,0,2585,6540,10614,
362043,,,,,,,,,,,,
362155,,,,,,,,,,,,
362717,,,,,,31121,7696,0,4648,11367,7410,
362856,,,,,,,,,,,,
362940,,,,,,,,,,,,
363442,,,,,,,,,,,,
363648,,,,,,,,,,,,
363657,,,,,,11142,3195,0,3204,1456,3287,
363778,,,,,,,,,,,,
364131,,,,,,,,,,,,
364270,39857,2721,0,1661,35475,39320,100,0,2084,1661,35475,
364430,,,,,,,,,,,,
364850,,,,,,,,,,,,
365325,,,,,,1857074,112942,0,115860,86406,1541866,
365745,,,,,,,,,,,,
365848,,,,,,,,,,,,
365950,,,,,,,,,,,,
366078,,,,,,,,,,,,
366238,,,,,,132734,0,0,18960,20230,93544,
366247,,,,,,,,,,,,
366359,,,,,,,,,,,,
366658,,,,,,,,,,,,
366854,,,,,,,,,,,,
367150,,,,,,,,,,,,
367178,,,,,,,,,,,,
367431,,,,,,,,,,,,
367543,,,,,,,,,,,,
368054,,,,,,,,,,,,
368344,,,,,,,,,,,,
368522,,,,,,,,,,,,
368933,,,,,,,,,,,,
368951,,,,,,,,,,,,
369453,,,,,,,,,,,,
369659,,,,,,,,,,,,
370020,,,,,,,,,,,,
370347,,,,,,,,,,,,
370721,,,,,,,,,,,,
370833,,,,,,,,,,,,
370954,,,,,,,,,,,,
371223,,,,,,,,,,,,
371232,,,,,,,,,,,,
371362,,,,,,,,,,,,
371559,,,,,,,,,,,,
371755,,,,,,,,,,,,
371849,,,,,,,,,,,,
371924,,,,,,,,,,,,
371942,,,,,,,,,,,,
372444,,,,,,,,,,,,
372538,,,,,,,,,,,,
372640,,,,,,,,,,,,
372855,,,,,,,,,,,,
373272,,,,,,,,,,,,
373553,,,,,,,,,,,,
373601,,,,,,120613,0,0,1129,24710,94774,
374130,,,,,,,,,,,,
374653,,,,,,336935,17191,0,181315,21773,116656,
374774,,,,,,,,,,,,
375043,,,,,,26688,4250,0,15541,2281,4616,
375379,,,,,,,,,,,,
375502,,,,,,,,,,,,
375566,,,,,,,,,,,,
375650,,,,,,,,,,,,
376237,,,,,,,,,,,,
376273,,,,,,242399,40,0,12967,13330,216062,
376442,,,,,,17357,4668,0,1582,4693,6414,
376947,,,,,,,,,,,,
377663,,,,,,,,,,,,
377850,,,,,,,,,,,,
378044,,,,,,,,,,,,
378110,,,,,,,,,,,,
379050,,,,,,,,,,,,
379153,,,,,,,,,,,,
379470,,,,,,,,,,,,
379649,,,,,,,,,,,,
379920,,,,,,1894516,210291,35764,196782,103120,1348559,
380346,,,,,,,,,,,,
380458,,,,,,,,,,,,
380533,,,,,,,,,,,,
380878,,,,,,,,,,,,
380944,,,,,,,,,,,,
381026,,,,,,,,,,,,
381932,,,,,,,,,,,,
381950,,,,,,,,,,,,
382050,,,,,,85536,39,331,4293,34700,46173,
382069,,,,,,12381,1906,0,8995,1480,0,
382256,,,,,,,,,,,,
382274,,,,,,,,,,,,
382443,,,,,,,,,,,,
382537,,,,,,,,,,,,
382649,,,,,,,,,,,,
382658,,,,,,,,,,,,
382742,,,,,,,,,,,,
382854,,,,,,,,,,,,
384018,,,,,,,,,,,,
384278,,,,,,77573,12645,0,9898,10436,44594,
384353,,,,,,,,,,,,
384652,,,,,,,,,,,,
384830,,,,,,,,,,,,
385350,,,,,,,,,,,,
385471,,,,,,,,,,,,
385547,,,,,,,,,,,,
385686,,,,,,,,,,,,
386432,,,,,,,,,,,,
386450,,,,,,8209,618,0,1490,5123,978,
386731,,,,,,,,,,,,
386825,,,,,,,,,,,,
387055,,,,,,,,,,,,
387671,,,,,,,,,,,,
388155,,,,,,,,,,,,
388258,,,,,,,,,,,,
388557,,,,,,,,,,,,
388744,,,,,,,,,,,,
388753,,,,,,,,,,,,
388874,,,,,,,,,,,,
389358,,,,,,,,,,,,
389376,,,,,,,,,,,,
389826,,,,,,,,,,,,
390372,,,,,,,,,,,,
390840,,,,,,,,,,,,
391418,,,,,,,,,,,,
391557,,,,,,,,,,,,
391575,206207,6260,0,14208,185739,204106,109,0,4150,14108,185739,
391959,,,,,,,,,,,,
391977,,,,,,,,,,,,
392152,,,,,,,,,,,,
392255,,,,,,,,,,,,
392778,,,,,,,,,,,,
393252,,,,,,,,,,,,
393355,,,,,,,,,,,,
393953,,,,,,,,,,,,
394156,,,,,,,,,,,,
394259,,,,,,18529,3396,0,3136,11997,0,
395238,,,,,,2212387,252842,0,179471,124086,1655988,
396057,,,,,,,,,,,,
396244,,,,,,10129,0,0,4888,328,4913,
396253,,,,,,,,,,,,
396954,,,,,,,,,,,,
397456,,,,,,,,,,,,
397531,,,,,,,,,,,,
397540,,,,,,128381,16089,0,16443,3267,92582,
397559,,,,,,,,,,,,
397755,,,,,,,,,,,,
397858,,,,,,,,,,,,
398051,,,,,,,,,,,,
398248,,,,,,23843,0,0,2426,222,21195,
398668,325677,0,0,5471,320206,325677,0,0,0,5471,320206,
398837,,,,,,,,,,,,
399357,,,,,,,,,,,,
399517,,,,,,329194,37191,0,16835,3225,271943,
399731,,,,,,,,,,,,
399973,,,,,,,,,,,,
400057,,,,,,,,,,,,
400141,,,,,,,,,,,,
400365,,,,,,,,,,,,
400767,,,,,,,,,,,,
401072,,,,,,,,,,,,
401559,,,,,,,,,,,,
401755,,,,,,,,,,,,
401906,,,,,,,,,,,,
401951,,,,,,,,,,,,
402846,,,,,,,,,,,,
402873,,,,,,,,,,,,
403067,,,,,,,,,,,,
403151,,,,,,74072,37437,0,15314,9040,12281,
403179,,,,,,,,,,,,
403254,,,,,,,,,,,,
403656,,,,,,,,,,,,
403870,,,,,,,,,,,,
403946,,,,,,,,,,,,
404653,,,,,,,,,,,,
404943,,,,,,,,,,,,
406022,,,,,,,,,,,,
406059,,,,,,,,,,,,
406666,,,,,,,,,,,,
406974,,,,,,,,,,,,
407168,,,,,,,,,,,,
407506,,,,,,,,,,,,
407645,,,,,,,,,,,,
407850,,,,,,,,,,,,
408307,,,,,,19341,2815,0,2323,1559,12644,
408642,,,,,,,,,,,,
408875,,,,,,,,,,,,
409265,,,,,,,,,,,,
410159,,,,,,,,,,,,
410560,,,,,,,,,,,,
410748,,,,,,47748,6581,0,908,235,40024,
410917,,,,,,,,,,,,
411062,,,,,,,,,,,,
411174,,,,,,,,,,,,
411231,,,,,,,,,,,,
411240,,,,,,,,,,,,
411549,,,,,,,,,,,,
411576,,,,,,,,,,,,
411624,,,,,,,,,,,,
411651,,,,,,,,,,,,
412153,,,,,,,,,,,,
412452,,,,,,,,,,,,
412555,,,,,,,,,,,,
412667,,,,,,,,,,,,
412751,,,,,,532466,62222,0,145217,95790,229237,
412845,,,,,,,,,,,,
412872,,,,,,,,,,,,
413141,,,,,,261975,6906,0,391,79192,175486,
413208,30082497,418892,521775,62571,29079259,30082384,239945,521663,178946,62571,29079259,
413347,,,,,,,,,,,,
413543,,,,,,,,,,,,
413646,,,,,,,,,,,,
413673,,,,,,,,,,,,
413758,,,,,,,,,,,,
414102,,,,,,,,,,,,
414652,,,,,,,,,,,,
414764,,,,,,,,,,,,
414858,,,,,,,,,,,,
416245,,,,,,284363,81951,0,43518,79344,79550,
