IDRSSD,RCFDJJ04,RCFDJJ05,RCFDJJ06,RCFDJJ07,RCFDJJ08,RCFDJJ09,RCFDJJ11,RCFDJJ12,RCFDJJ13,RCFDJJ14,RCFDJJ15,RCFDJJ16,RCFDJJ17,RCFDJJ18,RCFDJJ19,RCFDJJ20,RCFDJJ21,RCFDJJ23,RCFDJJ24,RCFDJJ25,RCONJJ04,RCONJJ05,RCONJJ06,RCONJJ07,RCONJJ08,RCONJJ09,RCONJJ11,RCONJJ12,RCONJJ13,RCONJJ14,RCONJJ15,RCONJJ16,RCONJJ17,RCONJJ18,RCONJJ19,RCONJJ20,RCONJJ21,RCONJJ23,RCONJJ24,RCONJJ25,
,"Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Held to Maturity Securities, Securit","Held to Maturity Securities, Mortgag","Held to Maturity Securities, Asset b","Held to Maturity Securities, Other d","Held to Maturity Securities, Total","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Loans and Leases, Held for Investmen","Held to Maturity Securities, Securit","Held to Maturity Securities, Mortgag","Held to Maturity Securities, Asset b","Held to Maturity Securities, Other d","Held to Maturity Securities, Total",
944337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945053,,,,,,,,,,,,,,,,,,,,,106824,748581,492735,775820,0,185859,2309819,1728,13156,5881,3694,0,1968,0,26427,0,0,0,0,0,
945071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949154,,,,,,,,,,,,,,,,,,,,,477460,1772110,854828,294590,7618,48709,3455315,5533,23012,8736,5193,208,520,1185,44387,0,0,0,0,0,
949453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952172,,,,,,,,,,,,,,,,,,,,,114108,210798,772667,14159,0,164,1111896,1814,1740,5271,199,0,1,0,9025,0,0,0,0,0,
952257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952677,,,,,,,,,,,,,,,,,,,,,160948,634164,831797,95692,0,1318,1723919,276,7589,6077,1336,0,20,0,15298,0,0,0,0,0,
952846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956938,,,,,,,,,,,,,,,,,,,,,122271,410390,230897,84755,0,32867,881180,1890,5537,3310,1081,0,348,0,12166,24,0,0,64,88,
956956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958204,,,,,,,,,,,,,,,,,,,,,129852,668964,764207,93783,0,14779,1671585,1920,4035,10055,1131,0,59,39,17239,0,0,0,0,0,
958231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959304,,,,,,,,,,,,,,,,,,,,,75179,2592620,3419105,689131,0,991,6777026,766,13761,13202,13909,0,10,0,41648,1089,0,0,0,1089,
959443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960935,,,,,,,,,,,,,,,,,,,,,157631,556894,277544,138939,0,17316,1148324,782,4946,2741,1628,0,69,1100,11266,0,0,0,160,160,
961259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961576,,,,,,,,,,,,,,,,,,,,,145,1724,542081,239,0,22,544211,6,6,5792,68,0,2,130,6004,0,0,0,0,0,
961624,,,,,,,,,,,,,,,,,,,,,467388,1650695,5575887,1065071,70348,188585,9017974,3782,19283,34739,12447,2377,3480,0,76108,0,0,0,0,0,
961811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962890,,,,,,,,,,,,,,,,,,,,,87379,949502,225819,154919,0,10969,1428588,1100,15933,2784,1117,0,244,0,21178,0,0,0,0,0,
962966,,,,,,,,,,,,,,,,,,,,,1789,138778,2356,1754260,319153,1257,2217593,0,2189,7,305,49406,1,0,51908,0,0,0,0,0,
963002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963945,,,,,,,,,,,,,,,,,,,,,1498151,4764454,1345656,3405221,0,879,11014361,14782,45107,6323,14805,0,11,0,81028,0,0,0,0,0,
964157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965789,,,,,,,,,,,,,,,,,,,,,201712,504091,384773,618863,0,14470,1723909,3346,5993,4773,6681,0,224,0,21017,0,0,0,0,0,
966272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968070,,,,,,,,,,,,,,,,,,,,,236501,1115657,6468763,132001,0,9637,7962559,2072,17616,4919,1134,0,113,0,25854,0,0,0,0,0,
968155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971959,,,,,,,,,,,,,,,,,,,,,118902,852741,204991,643489,2649,371715,2194487,1970,11581,1619,6344,87,3710,248,25559,0,0,0,0,0,
972143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972648,,,,,,,,,,,,,,,,,,,,,128740,541147,375264,215035,0,27396,1287582,1139,4781,3315,1900,0,395,0,11530,151,0,0,0,151,
972732,,,,,,,,,,,,,,,,,,,,,157462,375865,295980,82520,0,22732,934559,2354,4507,3843,1003,0,410,82,12199,0,0,0,0,0,
972750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976552,,,,,,,,,,,,,,,,,,,,,40071,512147,215604,196890,0,6954,971666,407,8108,1999,2979,0,58,21,13572,0,0,0,0,0,
976703,,,,,,,,,,,,,,,,,,,,,0,0,0,207700,0,568153,775853,0,0,0,0,0,0,0,0,0,0,0,0,0,
976954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978118,,,,,,,,,,,,,,,,,,,,,180157,1437326,354588,213103,0,70542,2255716,1627,14053,2355,3525,0,1211,26,22797,0,0,0,0,0,
979133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979375,,,,,,,,,,,,,,,,,,,,,4813,277262,972589,9593,0,1,1264258,809,13605,12971,171,0,0,0,27556,0,0,0,0,0,
979629,,,,,,,,,,,,,,,,,,,,,39254,201166,179542,94654,0,137141,651757,203,1551,1245,785,0,838,0,4622,0,0,0,0,0,
979759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980531,,,,,,,,,,,,,,,,,,,,,89971,301531,199125,97365,0,32431,720423,1327,4278,2290,1085,0,437,0,9417,0,0,0,0,0,
980661,1017649,4305017,5376249,2633880,318563,708541,14359899,9331,44412,55335,17065,13854,20520,0,160517,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
980773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980960,,,,,,,,,,,,,,,,,,,,,160307,216839,184750,236757,0,11450,810103,2312,3532,3392,940,0,121,0,10297,0,0,0,0,0,
981275,,,,,,,,,,,,,,,,,,,,,590266,2775268,2079200,1033770,330,189899,6668733,2022,28971,23085,20673,2,2469,0,77222,0,0,0,0,0,
981350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982142,,,,,,,,,,,,,,,,,,,,,67722,476849,321108,84873,3155,42769,996476,1220,4662,3037,703,114,549,0,10285,0,0,0,0,0,
982348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983457,,,,,,,,,,,,,,,,,,,,,22886,388619,201781,194308,1405,22638,831637,349,4070,1679,2092,44,3319,232,11785,0,0,0,0,0,
983550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985479,,,,,,,,,,,,,,,,,,,,,17264,452387,529911,110608,0,21899,1132069,149,4955,4699,1636,0,293,0,11732,0,0,0,0,0,
986159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991340,,,,,,,,,,,,,,,,,,,,,254565,850307,708986,4702037,0,137104,6652999,5595,17553,9441,115397,0,2081,0,150067,0,0,0,0,0,
991359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994435,,,,,,,,,,,,,,,,,,,,,143526,221705,94015,304528,2310,22675,788759,1519,2739,1042,5547,16,145,107,11115,0,0,0,0,0,
994770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995076,,,,,,,,,,,,,,,,,,,,,376191,1323469,332530,345558,849,13496,2392093,1899,15803,1069,5707,42,780,5706,31006,0,0,0,0,0,
995272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996260,,,,,,,,,,,,,,,,,,,,,9008,2077935,1655708,710231,0,0,4452882,223,25307,9881,6134,0,0,0,41545,0,0,0,0,0,
997155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001059,,,,,,,,,,,,,,,,,,,,,39032,388591,181842,231642,0,5869,846976,130,2614,2001,3340,0,44,36,8165,0,0,0,0,0,
1001152,,,,,,,,,,,,,,,,,,,,,1854706,2227689,828148,991761,825,35634,5938763,40618,34036,13366,15576,30,107,0,103733,0,0,0,0,0,
1001639,,,,,,,,,,,,,,,,,,,,,223604,1038235,813761,642882,0,1375,2719857,3724,12763,9420,4740,0,9,421,31077,0,0,0,0,0,
1001648,,,,,,,,,,,,,,,,,,,,,0,1168913,492651,1078298,0,4774,2744636,0,14259,3371,16887,0,576,0,35093,0,0,0,0,0,
1001853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002878,,,,,,,,,,,,,,,,,,,,,407582,2105069,5008912,1755295,44030,2026913,11347801,13110,30040,30179,28052,557,23132,0,125070,0,0,0,0,0,
1002953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004470,,,,,,,,,,,,,,,,,,,,,68832,682140,444193,37664,0,1207,1234036,751,8864,1369,598,0,177,925,12684,0,0,0,0,0,
1005075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006148,,,,,,,,,,,,,,,,,,,,,91723,463109,125868,91284,4243,9825,786052,1513,5480,528,1239,330,149,-6,9233,0,0,0,0,0,
1006157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007015,,,,,,,,,,,,,,,,,,,,,387851,974509,922483,475652,14891,71855,2847241,7968,7790,6600,6807,833,2164,0,32162,0,0,0,0,0,
1007051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007417,,,,,,,,,,,,,,,,,,,,,8839,149250,226987,54553,0,2086,441715,164,912,1589,236,0,11,0,2912,0,0,0,0,0,
1007734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007819,,,,,,,,,,,,,,,,,,,,,96628,568348,644448,261515,0,128077,1699016,1163,7757,6507,2181,0,1355,12,18975,0,0,0,0,0,
1007873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009242,,,,,,,,,,,,,,,,,,,,,20027,463674,174013,280733,0,19058,957505,180,4231,1791,3357,0,196,0,9755,0,0,0,0,0,
1009354,,,,,,,,,,,,,,,,,,,,,477485,1081689,212465,254221,0,5505,2031365,10589,12973,3762,2709,0,62,0,30095,0,0,0,0,0,
1009756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011526,,,,,,,,,,,,,,,,,,,,,0,1661659,1962114,425108,0,63349,4112230,0,10972,6291,4232,0,1193,0,22688,0,0,0,0,0,
1011553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011638,,,,,,,,,,,,,,,,,,,,,156066,405164,310534,140195,0,21323,1033282,1137,5415,6775,1337,0,239,4,14907,0,0,0,0,0,
1011656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
