"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
352370	0	0	0	0	0	0	3	0				0	50	2		22							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				18	0	8	3	
352651	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
352745	0	0	0	0	0	0	64	0				10	76	0		18				0		0	0	0	0	0			1	0	0	0	0	0			0	1	0	0	0	0	0	0				44	46	13	7	
352772	0	0	0	0	0	0	3197	1105		0		301	3369	1946		0		0	0	0	0	301	0	23	124	76			624	86	16	18	0	0			0	0	0	0	347	169	0	1318	0	0		77	2	251	106	
353238	0	0	0	0	0	0	27	0				20	67	0		60				0		0	0	0	0	0			0	0	2	0	2	0			0	0	0	0	0	0	0	0				1	3	4	2	
353546	0	0	0	0	0	0	8	0				2	37	0		17				0		0	0	0	0	0			20	4	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
353555	0	0	0	0	0	0	5291	2239		0		283	52880	36386		264		0	0	264	0	283	0	0	136	0			119	5	0	89	94	177			0	0	0	0	1460	4	0	0	0	0		9136	1453	5108	1218	
353957	0	0	0	0	0	0	3	1				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	1	0	
354057	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
354253	0	0	0	0	0	0	1	0				1	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
354310	0	0	0	0	352	27	556	96		0		10	2771	1491		100		0	0	0	0	0	0	0	0	1			0	0	368	0	0	0			0	0	500	0	0	7	0	0	0	0		0	0	328	47	
354552	0	0	0	0	0	0	9	0				7	144	127		4				0		5	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				10	0	3	2	
354851	0	8	0	0	0	0	62	0				54	0	0		0				0		54	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
355120	0	0	0	0	0	0	15	1				0	186	9		0				0		0	0	0	0	0			0	0	0	0	8	0			0	0	0	0	102	2	0	0				0	0	67	12	
355559	0	0	0	0	0	0	7	0				0	0	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	5	
355858	0	0	0	0	0	0	2232	9		0		1	35899	0		0		0	0	0	0	1	0	0	0	0			35880	2216	0	0	0	0			0	0	0	0	0	0	0	1	0	0		0	0	19	5	
356239	0	0	0	0	0	0	29	4				2	88	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	3	0	0				64	4	24	16	
356659	0	0	0	0	0	0	54	4				1	3	0		0							0	0	0	0			0	0	44	0	2	0			0	0	0	0	0	1	0	0				0	1	1	3	
356752	0	0	0	0	0	0	3	0				0	516	500		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	3	13	0	
357526	0	0	0	0	0	0	1	0				0	451	0		0							0	0	0	0			0	0	0	0	27	0			0	0	0	0	401	1	0	0				0	0	23	0	
357553	0	0	0	0	0	0	5	4				1	22	0		7				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	15	0	
357777	0	0	0	0	0	0	0	0				0	43	4		0				0		0	0	0	0	0			0	0	0	0	31	0			0	0	0	0	0	0	0	0				0	0	8	0	
357937	0	0	0	0	0	0	61	15				0	391	368		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	3	40	0	0				2	5	18	0	
358112	0	0	0	0	0	0	50	32				10	16	0		0							0	0	0	0			0	0	6	0	0	0			0	0	0	0	0	0	0	0				0	0	16	2	
358448	0	0	0	0	0	0	4	0				1	6	0		2							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	1	1	2	
358756	0	0	0	0	0	0	4	4				0	111	95		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				16	0	0	0	
359472	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
359744	0	0	0	0	0	0	10	10				0	11	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	0	
360777	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
361055	0	0	0	0	0	0	274	1				158	1075	100		302				0		0	0	0	0	1			239	75	0	0	0	0			0	0	0	0	0	0	0	0				379	33	55	6	
361167	0	0	0	0	0	0	791	243		0		379	1355	367		750		0	0	0	0	4	0	0	0	0			0	1	44	0	118	10			0	0	24	0	0	3	0	0	0	0		13	25	73	96	
361279	0	0	0	0	0	0	13	4				1	180	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				180	8	0	0	
361354	0	0	0	0	0	0	14	13				0	5	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	5	0				0	0	0	0	
361439	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
362043	0	0	0	0	0	0	24	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	24	0	0				0	0	0	0	
362155	0	0	0	0	0	0	70	8				31	144	82		0							0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	62	29	
362717	0	0	0	0	0	0	33	0		0		0	32	0		0		0	0	0	0	0	0	0	0	0			14	1	5	0	0	0			0	0	0	0	0	0	0	0	0	0		17	27	1	0	
362856	0	0	0	0	0	0	1	0				1	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
362940	0	0	0	0	0	0	23	0				0	616	241		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				310	16	65	7	
363442	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
363648	0	0	0	0	0	0	6	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	6	
363657	0	0	0	0	0	0	24	0		0		0	12	0		0		0	0	0	0	0	0	0	0	0			0	0	0	2	0	0			0	0	0	0	0	1	0	0	0	0		3	14	9	7	
363778	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
364131	0	0	0	0	0	0	4	0				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	1	0	0	0	0				0	2	7	1	
364270	0	0	0	0			27		0	0	0	22	65		0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	19	4	0	0	
364430	0	0	0	0	0	0	2	0				0	41	16		20							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	5	0	
364850	0	0	0	0	0	0	71	5				2	38	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	25				34	21	2	17	
365325	0	0	786	2	0	0	2787	609		0		0	6118	706		0		0	0	0	0	0	0	0	55	2			194	14	277	33	53	27			0	0	0	10	0	1170	0	195	0	0		4138	432	159	43	
365745	0	0	0	0	0	0	1	0				1	7	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
365848	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
365950	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
366078	0	0	0	0	0	0	52	7				0	5521	5498		0				0		0	0	0	0	6			0	0	34	0	0	0			0	0	0	0	0	0	0	0				20	5	3	0	
366238	0	0	0	0	0	0	91	0		0		79	504	31		245		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	129	3	0	0	0	0		0	0	99	9	
366247	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
366359	0	26	0	0	0	0	48	20				0	58	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				51	0	7	1	
366658	0	0	0	0	0	0	6	0				0	57	38		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	18	6	
366854	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
367150	0	0	0	0	0	0	0	0				0	28	0		0				0		0	0	0	0	0			0	0	0	0	5	0			0	0	0	0	0	0	0	0				16	0	7	0	
367178	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
367431	0	0	0	0	0	0	29	5				0	69	27		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	15	0	0	0				13	10	14	12	
367543	0	0	0	0	0	0	3	0				0	13	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	13	3	
368054	0	0	0	0	0	0	0	0				0	12	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				12	0	0	0	
368344	0	0	0	0	0	0	19	0				0	2	0		0				0		0	0	0	0	0			2	1	0	0	0	0			0	16	0	0	0	2	0	0				0	0	0	0	
368522	0	0	0	0	0	0	1	0				0	4	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	1	
368933	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
368951	0	0	0	0	0	0	7	1				0	19	1		0				0		0	0	0	0	0			5	4	0	0	0	0			0	0	0	0	0	0	0	0				0	0	13	2	
369453	0	0	0	0	0	0	8	0				1	16	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				16	7	0	0	
369659	0	0	0	0	0	0	9	1				0	198	100		0				0		0	0	0	0	0			0	0	0	0	80	0			0	0	0	0	0	0	0	0				7	5	11	3	
370020	0	0	0	0	0	0	135	0				46	810	14		61				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	81	0	0	0				582	86	72	3	
370347	0	0	0	0	0	0	18	0				0	22	12		0				0		0	0	0	0	0			0	0	16	2	0	0			0	0	0	0	0	0	0	0				10	0	0	0	
370721	0	0	0	0	0	0	8	0				0	8	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	6	8	2	
370833	0	0	0	0	0	0	6	2				0	293	0		4							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	251	0				1	3	37	1	
370954	0	0	0	0	0	0	1	0				0	8	0		8							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
371223	0	0	0	0	0	0	127	118				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	9				0	0	4	0	
371232	0	0	0	0	0	0	96	0				0	20	0		0							0	0	0	0			0	0	49	0	0	0			0	0	0	0	0	0	0	46				0	0	20	1	
371362	0	0	0	0	0	0	8	1				0	47	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	1				38	4	9	2	
371559	0	0	0	0	0	0	18	18				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
371755	0	0	0	0	0	0	97	0				0	283	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	283	97	
371849	0	0	0	0	0	0	11	9				0	30	0		0				0		0	0	0	0	0			0	0	0	0	28	0			0	0	0	0	0	0	0	0				0	2	2	0	
371924	0	0	0	0	0	0	169	89				0	217	12		0				0		0	0	0	0	0			0	0	12	0	0	0			0	0	0	0	0	0	0	0				155	50	50	18	
371942	0	0	0	0	0	0	4	0				1	2	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
372444	0	0	0	0	0	0	18	0				0	85	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				25	13	60	5	
372538	55	5	0	0	0	0	228	198				0	644	387		0				0		0	0	0	0	0			30	5	12	0	48	0			7	0	0	1	1	0	0	0				45	6	71	1	
372640	0	0	0	0	0	0	14	0				0	35	3		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				24	9	8	5	
372855	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
373272	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
373553	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
373601	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
374130	0	0	0	0	0	0	5	1				0	291	291		0							0	0	0	4			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
374653	0	0	0	0	0	0	600	3		0		243	2803	36		343		0	0	0	0	8	0	0	0	0			0	0	0	3	0	0			0	0	0	0	0	0	0	0	0	0		258	36	2166	315	
374774	0	0	0	0	0	0	45	0				0	0	0		0							0	0	0	0			0	0	40	0	0	0			0	0	0	0	0	0	0	0				0	0	0	5	
375043	162	0	0	0	0	0	354	286		0		13	709	9		37		0	0	0	0	0	0	0	0	27			0	0	11	1	0	0			0	0	0	0	0	10	481	3	0	0		0	0	20	3	
375379	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
375502	0	0	0	0	0	0	4	0				1	2158	2129		22				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	7	1	
375566	0	0	0	0	0	0	84	78				0	307	182		0				0		0	0	0	0	0			0	0	0	0	55	0			41	0	0	0	0	0	0	0				1	1	28	5	
375650	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
376237	0	0	0	0	0	0	98	1				0	18	1		0							0	0	0	0			0	0	0	0	7	0			0	0	0	0	0	0	0	0				0	1	10	96	
376273	0	0	0	0	0	0	115	0		0		0	248	0		0		0	0	0	0	0	0	0	16	21			0	0	21	11	0	0			0	0	0	0	0	0	0	0	0	0		0	5	232	57	
376442	0	0	0	0	0	0	12	0		0		7	10	0		10		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	5	
376947	0	0	0	0	0	0	40	0				0	156	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				144	35	12	5	
377663	0	0	0	0	0	0	59	1				58	3	0		0				0		58	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
377850	0	0	0	0	0	0	8	4				0	7	5		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	4	
378044	0	0	0	0	0	0	15	0				10	4	4		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	3	
378110	0	0	0	0	0	0	0	0				0	56	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				51	0	5	0	
379050	0	0	0	0	0	0	5	5				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
379153	0	0	0	0	0	0	17	0				3	27	0		6							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				11	9	10	5	
379470	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
379649	0	0	0	0	0	0	2	0				0	10	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	0	5	2	
379920	140	0	166	0	192	50	7071	2594		0		23	27754	9477		98		0	0	63	0	5	0	0	122	435			234	14	378	149	904	11			0	21	3613	21	2273	935	2964	11	0	0		5485	1563	2075	877	
380346	0	0	0	0	0	0	3	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	0	0	
380458	0	0	0	0	0	0	99	29				22	660	452		38				0		13	0	0	0	0			19	1	0	0	0	0			0	0	0	0	0	27	0	0				0	0	151	20	
380533	0	0	0	0	0	0	36	3				3	706	672		0				0		3	0	0	0	0			0	0	24	0	0	0			0	0	0	0	0	0	0	0				10	4	24	2	
380878	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
380944	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	1	0	0	0				0	0	0	0	
381026	0	0	0	0	0	0	3	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	3	
381932	0	0	0	0	0	0	2	0				0	1	1		0				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
381950	0	0	0	0	0	0	16	0				0	28	7		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				12	2	9	14	
382050	0	0	0	0	0	0	53	4		0		20	233	0		0		0	0	0	0	0	0	0	0	0			6	1	0	2	0	0			0	0	0	0	48	0	0	13	0	0		162	13	17	0	
382069	0	0	0	0	0	0	130	50		0		76	301	82		212		0	0	0	0	0	0	0	0	0			0	0	1	2	0	0			0	0	0	0	0	0	0	0	0	0		0	0	7	1	
382256	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
382274	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
382443	0	0	0	0	0	0	4	0				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	5	3	
382537	0	0	0	0	0	0	14	9				3	327	311		2							0	0	0	0			4	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	10	2	
382649	0	0	0	0	0	0	30	15				0	132	78		0				0		0	0	0	0	0			0	0	1	0	43	0			0	0	0	0	0	0	9	7				0	0	2	7	
382658	0	0	0	0	0	0	10	2				8	3	0		3				0		6	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
382742	0	0	0	0	0	0	1	0				0	2	0		0							0	0	0	0			0	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
382854	0	0	0	0	0	0	3	1				0	17	2		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				14	1	1	1	
384018	0	0	0	0	0	0	119	110				0	414	412		0				0		0	0	0	0	2			2	7	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
384278	0	0	0	0	0	0	86	20		0		0	691	371		0		0	0	0	0	0	0	0	0	0			77	6	10	5	32	58			40	0	18	0	0	4	0	13	0	0		0	4	95	24	
384353	0	0	0	0	0	0	10	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	10	0	0	
384652	0	0	0	0	0	0	23	23				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
384830	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
385350	0	0	0	0	0	0	212	0				0	0	0		0							0	0	0	0			0	0	212	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
385471	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
385547	0	0	0	0	0	0	10	4				0	131	30		81				80		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	20	5	
385686	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
386432	0	0	0	0	0	0	5	0				1	13	0		6							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	7	3	
386450	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
386731	0	0	0	0	0	0	8	0				1	39	0		3				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				23	0	13	7	
386825	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
387055	0	1	0	0	0	0	1	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	0	0	
387671	0	0	0	0	0	0	46	0				0	82	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	44	0	0				0	0	82	2	
388155	0	0	0	0	0	0	6	0				0	53	17		0							0	0	0	0			0	0	0	0	0	0			0	0	0	2	0	0	0	0				18	0	18	4	
388258	0	0	0	0	0	0	1	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	1	0	0	0	0				0	0	1	0	
388557	0	0	0	0	0	0	79	72				6	2	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
388744	0	0	0	0	0	0	228	1				5	25	0		24							0	0	0	0			0	0	1	0	0	0			0	0	0	2	0	25	0	192				0	1	1	1	
388753	0	0	0	0	0	0	43	43				0	9	9		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
388874	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
389358	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
389376	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
389826	0	0	0	0	0	0	0	0				0	4	0		0							0	0	0	0			2	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
390372	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
390840	0	0	0	0	0	0	5	0				0	43	0		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	29	0	0	0				9	0	5	2	
391418	0	0	0	0	0	0	6	0				4	1542	0		1492							0	0	0	0			2	0	0	0	0	0			0	0	0	0	0	0	32	0				0	0	16	2	
391557	0	0	0	0	0	0	10	0				0	128	71		0				0		0	0	0	0	0			0	0	0	0	13	0			0	0	0	0	0	0	0	0				9	2	35	8	
391575	0	0	0	0			3		0	0	0	0	92		0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0		0	0	0	56	0	0	0	0	0	0	0	0	0	1	6	0	
391959	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
391977	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
392152	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
392255	0	0	0	0	0	0	1	1				0	12	4		8				8		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
392778	0	0	0	0	0	0	209	179				0	19	19		0				0		0	0	0	0	0			0	0	0	7	0	0			0	0	0	23	0	0	0	0				0	0	0	0	
